State,Year,TimeInterval,IP,ED
NJ,2011,Annual,261.0526621,171.5839457
NJ,2011,Q1,254.5427904,143.1243268
NJ,2011,Q2,260.9392497,167.5761534
NJ,2011,Q3,273.0063291,194.2783948
NJ,2011,Q4,255.7222793,181.3569078
NJ,2012,Annual,276.3602877,208.2930432
NJ,2012,Q1,268.5742527,196.6178217
NJ,2012,Q2,270.4501055,206.8022856
NJ,2012,Q3,299.9295454,224.9931625
NJ,2012,Q4,266.4872471,204.758903
NJ,2013,Annual,280.3438568,206.1730263
NJ,2013,Q1,269.2431559,191.0311265
NJ,2013,Q2,285.8123014,209.5535494
NJ,2013,Q3,292.2216801,225.7907821
NJ,2013,Q4,274.0982896,198.316647
NJ,2014,Annual,288.6805172,214.5472037
NJ,2014,Q1,278.3707441,192.5917738
NJ,2014,Q2,290.2935693,223.2042437
NJ,2014,Q3,289.471783,231.0363084
NJ,2014,Q4,296.5859723,211.3564889
NJ,2015,Annual,310.5051764,255.4731494
NJ,2015,Q1,288.5690937,218.2451442
NJ,2015,Q2,309.1353587,258.6545279
NJ,2015,Q3,311.7533756,278.9761576
NJ,2015,Q4,332.5628777,266.016768
NJ,2016,Annual,352.2288989,334.4299121
NJ,2016,Q1,340.1170981,299.9225974
NJ,2016,Q2,356.9345365,332.5606902
NJ,2016,Q3,358.8623087,365.8363041
NJ,2016,Q4,353.0016522,339.4000568
NJ,2017,Annual,351.4050054,386.2422038
NJ,2017,Q1,365.1719173,383.762069
NJ,2017,Q2,363.2682645,420.810098
NJ,2017,Q3,355.9631748,404.9427106
NJ,2017,Q4,321.2166653,335.4539375
NJ,2018,Annual,NA,NA
NJ,2018,Q1,NA,NA
NJ,2018,Q2,NA,NA
NJ,2018,Q3,NA,NA
NJ,2018,Q4,NA,NA
NJ,2019,Q1,NA,NA
NJ,2019,Q2,NA,NA
NM,2005,Annual,NA,NA
NM,2005,Q1,NA,NA
NM,2005,Q2,NA,NA
NM,2005,Q3,NA,NA
NM,2005,Q4,NA,NA
NM,2006,Annual,NA,NA
NM,2006,Q1,NA,NA
NM,2006,Q2,NA,NA
NM,2006,Q3,NA,NA
NM,2006,Q4,NA,NA
NM,2007,Annual,NA,NA
NM,2007,Q1,NA,NA
NM,2007,Q2,NA,NA
NM,2007,Q3,NA,NA
NM,2007,Q4,NA,NA
NM,2008,Annual,124.4343039,NA
NM,2008,Q1,111.5687216,NA
NM,2008,Q2,117.1974138,NA
NM,2008,Q3,142.526529,NA
NM,2008,Q4,126.4445511,NA
NM,2009,Annual,172.2606908,NA
NM,2009,Q1,172.6099016,NA
NM,2009,Q2,165.6256859,NA
NM,2009,Q3,188.1747251,NA
NM,2009,Q4,162.6324507,NA
NM,2010,Annual,191.3892209,NA
NM,2010,Q1,148.7866449,NA
NM,2010,Q2,227.3459934,NA
NM,2010,Q3,188.2647014,NA
NM,2010,Q4,201.1595439,NA
NM,2011,Annual,211.5991854,NA
NM,2011,Q1,209.6052837,NA
NM,2011,Q2,210.0713204,NA
NM,2011,Q3,217.1569177,NA
NM,2011,Q4,209.5632198,NA
NM,2012,Annual,205.5461483,NA
NM,2012,Q1,198.1908154,NA
NM,2012,Q2,218.2251508,NA
NM,2012,Q3,213.0463176,NA
NM,2012,Q4,192.7223095,NA
NM,2013,Annual,207.8773372,NA
NM,2013,Q1,189.8587724,NA
NM,2013,Q2,219.4471525,NA
NM,2013,Q3,226.2752402,NA
NM,2013,Q4,195.9281837,NA
NM,2014,Annual,215.4490651,NA
NM,2014,Q1,201.4398532,NA
NM,2014,Q2,205.7167461,NA
NM,2014,Q3,232.6698611,NA
NM,2014,Q4,221.9698001,NA
NM,2015,Annual,234.2212609,NA
NM,2015,Q1,207.3042228,NA
NM,2015,Q2,212.2764643,NA
NM,2015,Q3,228.5318692,NA
NM,2015,Q4,288.7724874,NA
NM,2016,Annual,314.4194874,NA
NM,2016,Q1,281.3352989,NA
NM,2016,Q2,302.5934461,NA
NM,2016,Q3,324.0431081,NA
NM,2016,Q4,349.7060965,NA
NM,2017,Annual,354.3744352,NA
NM,2017,Q1,354.1827779,NA
NM,2017,Q2,365.6822187,NA
NM,2017,Q3,348.8163721,NA
NM,2017,Q4,348.8163721,NA
NM,2018,Annual,357.6070167,NA
NM,2018,Q1,356.117588,NA
NM,2018,Q2,340.9350249,NA
NM,2018,Q3,370.5314137,NA
NM,2018,Q4,362.84404,NA
NM,2019,Q1,NA,NA
NM,2019,Q2,NA,NA
NV,2005,Annual,106.9419141,NA
NV,2005,Q1,98.30753934,NA
NV,2005,Q2,108.8600171,NA
NV,2005,Q3,115.3699737,NA
NV,2005,Q4,105.2301261,NA
NV,2006,Annual,116.9125129,NA
NV,2006,Q1,108.1034095,NA
NV,2006,Q2,119.3699442,NA
NV,2006,Q3,123.5465211,NA
NV,2006,Q4,116.6301767,NA
NV,2007,Annual,119.1408687,NA
NV,2007,Q1,115.2461528,NA
NV,2007,Q2,118.8010406,NA
NV,2007,Q3,127.7321407,NA
NV,2007,Q4,114.7841406,NA
NV,2008,Annual,126.125634,NA
NV,2008,Q1,129.8077342,NA
NV,2008,Q2,121.1713978,NA
NV,2008,Q3,131.0125482,NA
NV,2008,Q4,122.510856,NA
NV,2009,Annual,137.8150409,NA
NV,2009,Q1,131.916281,NA
NV,2009,Q2,136.8005375,NA
NV,2009,Q3,151.6558988,NA
NV,2009,Q4,130.8874462,NA
NV,2010,Annual,145.1462456,125.4818677
NV,2010,Q1,123.2090201,114.2145704
NV,2010,Q2,146.5705601,129.2207758
NV,2010,Q3,160.1016119,135.4441512
NV,2010,Q4,150.7037902,123.0479735
NV,2011,Annual,141.2420396,135.9017705
NV,2011,Q1,139.0526542,121.5264314
NV,2011,Q2,136.6377871,134.7895557
NV,2011,Q3,142.1177938,148.4652668
NV,2011,Q4,147.1599235,138.8258281
NV,2012,Annual,149.5140514,143.6397146
NV,2012,Q1,151.8513518,134.1131748
NV,2012,Q2,141.4139599,149.7330054
NV,2012,Q3,155.0564071,151.388842
NV,2012,Q4,149.7344867,139.3238363
NV,2013,Annual,169.3529037,173.234962
NV,2013,Q1,159.8564011,156.1042319
NV,2013,Q2,175.6483613,186.8013363
NV,2013,Q3,170.884362,190.0019822
NV,2013,Q4,171.0224905,160.0322974
NV,2014,Annual,174.1091478,183.10978
NV,2014,Q1,173.4286113,149.5384657
NV,2014,Q2,178.9157421,179.7597762
NV,2014,Q3,171.3619787,214.1151339
NV,2014,Q4,172.730259,189.0257441
NV,2015,Annual,208.254267,231.3635207
NV,2015,Q1,175.1877209,199.8040451
NV,2015,Q2,199.9219329,221.4220465
NV,2015,Q3,203.1920364,238.5690662
NV,2015,Q4,254.7153779,265.6589251
NV,2016,Annual,254.5283589,298.6825486
NV,2016,Q1,253.9954636,251.9940043
NV,2016,Q2,248.754209,306.4754666
NV,2016,Q3,261.5587441,333.9230894
NV,2016,Q4,253.8050188,302.337634
NV,2017,Annual,262.9049365,272.9529878
NV,2017,Q1,259.2854501,272.615091
NV,2017,Q2,269.572258,282.6168346
NV,2017,Q3,264.5578574,289.6450868
NV,2017,Q4,258.2041805,246.9349387
NV,2018,Annual,276.6670837,238.0021364
NV,2018,Q1,264.3493256,231.6952457
NV,2018,Q2,284.7516729,259.9766711
NV,2018,Q3,279.5733837,240.9896109
NV,2018,Q4,277.9939527,219.3470177
NV,2019,Q1,NA,NA
NV,2019,Q2,NA,NA
NY,2005,Annual,369.8332181,81.04547023
NY,2005,Q1,359.9230553,72.35844075
NY,2005,Q2,373.3071213,80.41026806
NY,2005,Q3,393.3320656,84.33910439
NY,2005,Q4,352.7706303,87.07406772
NY,2006,Annual,363.1462526,98.96823886
NY,2006,Q1,357.9767449,91.69733265
NY,2006,Q2,364.0743789,98.72441805
NY,2006,Q3,376.9125947,106.1066904
NY,2006,Q4,353.621292,99.34451435
NY,2007,Annual,338.3950755,95.22211316
NY,2007,Q1,355.9826378,96.30021611
NY,2007,Q2,338.4658758,95.73050916
NY,2007,Q3,338.3875147,102.2034925
NY,2007,Q4,320.7442739,86.65423484
NY,2008,Annual,337.0566807,97.6875252
NY,2008,Q1,323.3185636,90.26480591
NY,2008,Q2,334.1280672,97.64151156
NY,2008,Q3,350.6088651,107.5380574
NY,2008,Q4,340.1712269,95.30572596
NY,2009,Annual,350.3585701,107.6774278
NY,2009,Q1,328.4525885,94.86314257
NY,2009,Q2,352.4952166,108.8970171
NY,2009,Q3,370.1330107,119.7352481
NY,2009,Q4,350.3534647,107.2143035
NY,2010,Annual,349.7218366,107.1942866
NY,2010,Q1,343.5455064,105.7812977
NY,2010,Q2,352.7190069,108.0482818
NY,2010,Q3,360.9247771,112.6997251
NY,2010,Q4,341.6980559,102.2478417
NY,2011,Annual,362.0383837,155.0375126
NY,2011,Q1,342.7581196,136.3141361
NY,2011,Q2,366.6460651,152.8985947
NY,2011,Q3,376.12775,168.1599535
NY,2011,Q4,362.6216002,162.777366
NY,2012,Annual,365.1117999,152.5528187
NY,2012,Q1,360.896138,141.0693177
NY,2012,Q2,371.7653235,150.5236809
NY,2012,Q3,381.02103,163.5801641
NY,2012,Q4,346.7647083,155.0381122
NY,2013,Annual,358.3952864,165.6269517
NY,2013,Q1,341.9501847,148.2245376
NY,2013,Q2,359.6269856,167.1871308
NY,2013,Q3,375.8825353,176.1062608
NY,2013,Q4,356.12144,170.9898778
NY,2014,Annual,360.5170524,185.8390609
NY,2014,Q1,345.8901846,174.8669269
NY,2014,Q2,358.9324818,186.7356876
NY,2014,Q3,374.5975972,192.8945142
NY,2014,Q4,362.647946,188.8591149
NY,2015,Annual,379.5503673,219.3371681
NY,2015,Q1,358.3450192,189.1990673
NY,2015,Q2,378.1265128,213.5189358
NY,2015,Q3,390.3071533,242.9435415
NY,2015,Q4,391.4227841,231.6871276
NY,2016,Annual,409.8273078,257.36188
NY,2016,Q1,397.8389094,247.1367143
NY,2016,Q2,410.3313747,262.4492778
NY,2016,Q3,423.8530324,270.5085217
NY,2016,Q4,407.2859148,249.3530064
NY,2017,Annual,428.0519378,276.0707121
NY,2017,Q1,420.8075763,265.4839088
NY,2017,Q2,437.6445516,286.4928646
NY,2017,Q3,435.5559526,294.945813
NY,2017,Q4,418.1996706,257.3602619
NY,2018,Annual,NA,NA
NY,2018,Q1,NA,NA
NY,2018,Q2,NA,NA
NY,2018,Q3,NA,NA
NY,2018,Q4,NA,NA
NY,2019,Q1,NA,NA
NY,2019,Q2,NA,NA
OH,2005,Annual,141.6425767,91.49105248
OH,2005,Q1,128.1592919,80.47548742
OH,2005,Q2,142.6861578,88.10665316
OH,2005,Q3,151.5876451,108.3641112
OH,2005,Q4,144.1372119,89.01795815
OH,2006,Annual,153.4665412,97.48043696
OH,2006,Q1,154.6147794,101.3286373
OH,2006,Q2,153.7427771,96.88162708
OH,2006,Q3,156.8943009,104.323198
OH,2006,Q4,148.6143075,87.38828543
OH,2007,Annual,162.8416689,95.66456051
OH,2007,Q1,157.2489204,87.17095276
OH,2007,Q2,163.9661981,97.26314511
OH,2007,Q3,169.307895,103.2411967
OH,2007,Q4,160.8436623,94.98294746
OH,2008,Annual,173.4297211,119.9485437
OH,2008,Q1,165.9996143,113.1352536
OH,2008,Q2,168.9986066,118.6444202
OH,2008,Q3,180.7835521,128.8537343
OH,2008,Q4,177.9371113,119.1607668
OH,2009,Annual,192.1668359,139.5216789
OH,2009,Q1,183.1584441,124.2550062
OH,2009,Q2,195.1787671,144.965174
OH,2009,Q3,202.2418126,152.2116229
OH,2009,Q4,188.0883198,136.6549125
OH,2010,Annual,200.8503655,155.1558841
OH,2010,Q1,184.6632903,141.8510491
OH,2010,Q2,200.1523205,159.7324888
OH,2010,Q3,213.0991392,168.0201247
OH,2010,Q4,205.4867119,151.019874
OH,2011,Annual,216.0931711,180.5760253
OH,2011,Q1,206.7166439,158.2991039
OH,2011,Q2,218.3873436,180.6696999
OH,2011,Q3,231.3769547,199.2463289
OH,2011,Q4,207.8917422,184.0889686
OH,2012,Annual,232.9278947,221.1413124
OH,2012,Q1,229.8871864,205.8810533
OH,2012,Q2,230.311513,227.6707973
OH,2012,Q3,241.6132249,231.7665265
OH,2012,Q4,229.8996546,219.2468728
OH,2013,Annual,248.306876,245.0995679
OH,2013,Q1,235.0353961,220.7759007
OH,2013,Q2,246.5840455,247.7024904
OH,2013,Q3,263.2738812,261.2894449
OH,2013,Q4,248.3341813,250.6304358
OH,2014,Annual,292.0121888,287.9274747
OH,2014,Q1,273.4022223,267.1393023
OH,2014,Q2,288.7028563,276.3833915
OH,2014,Q3,307.5091051,316.6408267
OH,2014,Q4,298.4345718,291.5463785
OH,2015,Annual,330.8078526,343.9772007
OH,2015,Q1,288.9864573,296.857175
OH,2015,Q2,306.0742956,335.9360582
OH,2015,Q3,333.3625472,352.7713491
OH,2015,Q4,394.8081105,390.3442206
OH,2016,Annual,415.8421852,479.199834
OH,2016,Q1,395.5755919,416.9830088
OH,2016,Q2,409.2056388,453.4379833
OH,2016,Q3,444.0985194,557.4578783
OH,2016,Q4,414.4889907,488.9204656
OH,2017,Annual,420.4927947,472.8737365
OH,2017,Q1,410.0589991,499.841763
OH,2017,Q2,430.9797501,546.8798975
OH,2017,Q3,437.7003981,464.4418003
OH,2017,Q4,403.2320315,380.3314854
OH,2018,Annual,390.7086067,373.5247878
OH,2018,Q1,375.9749799,344.0244397
OH,2018,Q2,389.3699491,371.3897125
OH,2018,Q3,410.5593114,425.6473981
OH,2018,Q4,386.9301866,353.0376009
OH,2019,Q1,352.0061801,NA
OH,2019,Q2,355.1650186,NA
OK,2005,Annual,95.94848311,NA
OK,2005,Q1,97.99574884,NA
OK,2005,Q2,91.71662936,NA
OK,2005,Q3,98.15364057,NA
OK,2005,Q4,95.92791369,NA
OK,2006,Annual,105.5806459,NA
OK,2006,Q1,102.8244263,NA
OK,2006,Q2,106.7329545,NA
OK,2006,Q3,113.3343382,NA
OK,2006,Q4,99.43086477,NA
OK,2007,Annual,113.9304743,NA
OK,2007,Q1,111.4866388,NA
OK,2007,Q2,117.1839583,NA
OK,2007,Q3,122.5924764,NA
OK,2007,Q4,104.4588238,NA
OK,2008,Annual,125.0576132,NA
OK,2008,Q1,119.2665596,NA
OK,2008,Q2,119.1936659,NA
OK,2008,Q3,136.8141887,NA
OK,2008,Q4,124.9560384,NA
OK,2009,Annual,132.4094319,NA
OK,2009,Q1,124.6411171,NA
OK,2009,Q2,132.8807983,NA
OK,2009,Q3,135.1096604,NA
OK,2009,Q4,137.0061516,NA
OK,2010,Annual,138.2931591,NA
OK,2010,Q1,132.7140257,NA
OK,2010,Q2,137.8637871,NA
OK,2010,Q3,139.5749137,NA
OK,2010,Q4,143.0199101,NA
OK,2011,Annual,152.9372487,NA
OK,2011,Q1,144.0317307,NA
OK,2011,Q2,152.2463749,NA
OK,2011,Q3,166.4294804,NA
OK,2011,Q4,149.0414088,NA
OK,2012,Annual,161.9719576,NA
OK,2012,Q1,157.5292014,NA
OK,2012,Q2,157.7799284,NA
OK,2012,Q3,161.8245791,NA
OK,2012,Q4,170.7541215,NA
OK,2013,Annual,153.7325063,NA
OK,2013,Q1,144.6802887,NA
OK,2013,Q2,151.2525605,NA
OK,2013,Q3,164.6643849,NA
OK,2013,Q4,154.3327909,NA
OK,2014,Annual,155.1376685,NA
OK,2014,Q1,155.4785443,NA
OK,2014,Q2,149.856192,NA
OK,2014,Q3,157.5245075,NA
OK,2014,Q4,157.6914302,NA
OK,2015,Annual,165.8660622,NA
OK,2015,Q1,145.6810319,NA
OK,2015,Q2,156.2480363,NA
OK,2015,Q3,159.4283969,NA
OK,2015,Q4,202.1067837,NA
OK,2016,Annual,207.0511699,NA
OK,2016,Q1,199.4751698,NA
OK,2016,Q2,210.5821182,NA
OK,2016,Q3,215.0263902,NA
OK,2016,Q4,203.1210014,NA
OK,2017,Annual,216.9639345,NA
OK,2017,Q1,206.1810036,NA
OK,2017,Q2,212.3526468,NA
OK,2017,Q3,227.9834764,NA
OK,2017,Q4,221.3386113,NA
OK,2018,Annual,NA,NA
OK,2018,Q1,NA,NA
OK,2018,Q2,NA,NA
OK,2018,Q3,NA,NA
OK,2018,Q4,NA,NA
OK,2019,Q1,NA,NA
OK,2019,Q2,NA,NA
OR,2005,Annual,140.8159875,NA
OR,2005,Q1,130.3199945,NA
OR,2005,Q2,138.8719685,NA
OR,2005,Q3,148.0698219,NA
OR,2005,Q4,146.0021652,NA
OR,2006,Annual,160.1588245,NA
OR,2006,Q1,154.5879156,NA
OR,2006,Q2,161.594207,NA
OR,2006,Q3,163.4660874,NA
OR,2006,Q4,160.9870879,NA
OR,2007,Annual,168.945886,NA
OR,2007,Q1,161.7472487,NA
OR,2007,Q2,163.7907994,NA
OR,2007,Q3,178.5871817,NA
OR,2007,Q4,171.6583144,NA
OR,2008,Annual,191.1435085,NA
OR,2008,Q1,188.4186842,NA
OR,2008,Q2,188.7288567,NA
OR,2008,Q3,189.3399197,NA
OR,2008,Q4,198.0865733,NA
OR,2009,Annual,191.6621424,NA
OR,2009,Q1,181.8092619,NA
OR,2009,Q2,184.1649399,NA
OR,2009,Q3,200.6644187,NA
OR,2009,Q4,200.009949,NA
OR,2010,Annual,194.8519432,NA
OR,2010,Q1,188.3174328,NA
OR,2010,Q2,189.2555149,NA
OR,2010,Q3,203.1757397,NA
OR,2010,Q4,198.6590856,NA
OR,2011,Annual,225.0973128,NA
OR,2011,Q1,216.1172115,NA
OR,2011,Q2,218.2766877,NA
OR,2011,Q3,228.6625202,NA
OR,2011,Q4,237.3328316,NA
OR,2012,Annual,220.619668,NA
OR,2012,Q1,219.6031466,NA
OR,2012,Q2,221.5464338,NA
OR,2012,Q3,217.2172395,NA
OR,2012,Q4,224.111852,NA
OR,2013,Annual,254.2311507,NA
OR,2013,Q1,211.5355024,NA
OR,2013,Q2,247.7562014,NA
OR,2013,Q3,277.0499491,NA
OR,2013,Q4,280.58295,NA
OR,2014,Annual,307.0135632,NA
OR,2014,Q1,277.7464331,NA
OR,2014,Q2,305.1822937,NA
OR,2014,Q3,315.7730569,NA
OR,2014,Q4,329.3524692,NA
OR,2015,Annual,359.5292967,259.1610096
OR,2015,Q1,332.5137361,227.1117836
OR,2015,Q2,348.320747,247.0356353
OR,2015,Q3,363.9639883,280.1414292
OR,2015,Q4,393.3187155,282.3551905
OR,2016,Annual,388.7121675,291.7214322
OR,2016,Q1,404.8126264,275.4967414
OR,2016,Q2,395.7685415,302.8277673
OR,2016,Q3,376.0118421,302.4302251
OR,2016,Q4,378.25566,286.1309951
OR,2017,Annual,370.0188795,269.4272755
OR,2017,Q1,379.2548923,258.1543719
OR,2017,Q2,363.7355818,284.8970176
OR,2017,Q3,372.3493409,281.8713898
OR,2017,Q4,364.735703,252.7863226
OR,2018,Annual,360.7612178,264.084739
OR,2018,Q1,364.8520504,256.6339222
OR,2018,Q2,365.1391647,264.2045271
OR,2018,Q3,351.6751762,275.8000105
OR,2018,Q4,361.3784797,259.7004963
OR,2019,Q1,NA,NA
OR,2019,Q2,NA,NA
PA,2005,Annual,NA,NA
PA,2005,Q1,NA,NA
PA,2005,Q2,NA,NA
PA,2005,Q3,NA,NA
PA,2005,Q4,NA,NA
PA,2006,Annual,NA,NA
PA,2006,Q1,NA,NA
PA,2006,Q2,NA,NA
PA,2006,Q3,NA,NA
PA,2006,Q4,NA,NA
PA,2007,Annual,NA,NA
PA,2007,Q1,NA,NA
PA,2007,Q2,NA,NA
PA,2007,Q3,NA,NA
PA,2007,Q4,NA,NA
PA,2008,Annual,186.9082386,NA
PA,2008,Q1,190.6791904,NA
PA,2008,Q2,181.7510716,NA
PA,2008,Q3,191.7867943,NA
PA,2008,Q4,183.4158979,NA
PA,2009,Annual,179.401574,NA
PA,2009,Q1,176.1471846,NA
PA,2009,Q2,175.2544748,NA
PA,2009,Q3,189.688533,NA
PA,2009,Q4,176.5161034,NA
PA,2010,Annual,184.7677427,NA
PA,2010,Q1,174.0890132,NA
PA,2010,Q2,184.9720576,NA
PA,2010,Q3,195.4916736,NA
PA,2010,Q4,184.5182262,NA
PA,2011,Annual,228.3653969,NA
PA,2011,Q1,211.4358616,NA
PA,2011,Q2,226.1173063,NA
PA,2011,Q3,242.377145,NA
PA,2011,Q4,233.5312749,NA
PA,2012,Annual,245.2542789,NA
PA,2012,Q1,234.1756266,NA
PA,2012,Q2,243.3767859,NA
PA,2012,Q3,257.5051586,NA
PA,2012,Q4,245.9595445,NA
PA,2013,Annual,266.1403495,NA
PA,2013,Q1,243.8998642,NA
PA,2013,Q2,268.1388729,NA
PA,2013,Q3,285.0216587,NA
PA,2013,Q4,267.5010021,NA
PA,2014,Annual,285.081658,NA
PA,2014,Q1,271.3184462,NA
PA,2014,Q2,281.5747147,NA
PA,2014,Q3,297.751054,NA
PA,2014,Q4,289.682417,NA
PA,2015,Annual,316.6366193,NA
PA,2015,Q1,284.1155773,NA
PA,2015,Q2,301.091233,NA
PA,2015,Q3,323.5066015,NA
PA,2015,Q4,357.8330654,NA
PA,2016,Annual,362.2552672,NA
PA,2016,Q1,353.6109918,NA
PA,2016,Q2,360.2015686,NA
PA,2016,Q3,379.8795939,NA
PA,2016,Q4,355.3289147,NA
PA,2017,Annual,362.8521225,NA
PA,2017,Q1,368.0266993,NA
PA,2017,Q2,372.8659146,NA
PA,2017,Q3,369.6364747,NA
PA,2017,Q4,340.8794015,NA
PA,2018,Annual,342.0969446,NA
PA,2018,Q1,330.8363921,NA
PA,2018,Q2,351.585593,NA
PA,2018,Q3,350.0668159,NA
PA,2018,Q4,335.8989774,NA
PA,2019,Q1,NA,NA
PA,2019,Q2,NA,NA
PR,2005,Annual,NA,NA
PR,2006,Annual,NA,NA
PR,2007,Annual,NA,NA
PR,2008,Annual,NA,NA
PR,2009,Annual,NA,NA
PR,2010,Annual,NA,NA
PR,2011,Annual,NA,NA
PR,2012,Annual,NA,NA
PR,2013,Annual,NA,NA
PR,2015,Annual,NA,NA
PR,2016,Annual,NA,NA
PR,2017,Annual,NA,NA
PR,2018,Annual,NA,NA
RI,2005,Annual,183.3493779,NA
RI,2005,Q1,172.6938029,NA
RI,2005,Q2,192.1677849,NA
RI,2005,Q3,190.3306168,NA
RI,2005,Q4,178.2053072,NA
RI,2006,Annual,206.5607813,104.1059
RI,2006,Q1,213.5317491,66.40764018
RI,2006,Q2,212.0641769,112.6361632
RI,2006,Q3,201.7911718,137.5848899
RI,2006,Q4,198.8560275,99.79490679
RI,2007,Annual,218.5893662,120.2334216
RI,2007,Q1,221.3704014,113.0954312
RI,2007,Q2,225.0784484,113.8370406
RI,2007,Q3,212.8418935,137.9393456
RI,2007,Q4,215.0667217,116.0618688
RI,2008,Annual,223.7678676,151.5271077
RI,2008,Q1,212.6828095,132.2691678
RI,2008,Q2,234.477161,144.6694022
RI,2008,Q3,222.8284559,162.3303422
RI,2008,Q4,225.083044,166.8395184
RI,2009,Annual,244.1409031,174.6575668
RI,2009,Q1,228.9532886,159.0902619
RI,2009,Q2,233.1298826,164.7856173
RI,2009,Q3,259.708208,207.3109379
RI,2009,Q4,254.7722332,167.4434499
RI,2010,Annual,271.6159427,167.7515364
RI,2010,Q1,236.4206375,158.3788736
RI,2010,Q2,296.0996333,164.1172386
RI,2010,Q3,289.2135953,184.3927949
RI,2010,Q4,264.7299047,164.1172386
RI,2011,Annual,317.2335713,187.96564
RI,2011,Q1,300.8969922,171.724041
RI,2011,Q2,298.6174695,170.9642001
RI,2011,Q3,350.6665704,214.2751308
RI,2011,Q4,318.7532531,194.8991881
RI,2012,Annual,321.6472595,227.8888883
RI,2012,Q1,320.6973267,220.764392
RI,2012,Q2,327.9168163,216.2047143
RI,2012,Q3,324.8770312,267.5010877
RI,2012,Q4,313.097864,207.0853591
RI,2013,Annual,317.8318436,253.7889654
RI,2013,Q1,303.822464,226.8185271
RI,2013,Q2,334.7002803,267.2265336
RI,2013,Q3,308.0157477,270.2761944
RI,2013,Q4,324.7888825,250.8346064
RI,2014,Annual,377.4257807,298.2788889
RI,2014,Q1,382.9565274,347.4834626
RI,2014,Q2,365.7921412,271.9601634
RI,2014,Q3,370.3693108,291.4131344
RI,2014,Q4,390.5851435,282.2587951
RI,2015,Annual,367.9507397,361.8673381
RI,2015,Q1,368.806218,303.0294389
RI,2015,Q2,361.9623913,341.0506985
RI,2015,Q3,372.2281314,408.348328
RI,2015,Q4,368.806218,395.0408871
RI,2016,Annual,443.6190382,444.3759059
RI,2016,Q1,425.3596067,381.0828505
RI,2016,Q2,437.091055,470.3932306
RI,2016,Q3,466.9873263,486.2874508
RI,2016,Q4,445.0381651,439.7400917
RI,2017,Annual,447.5894234,456.8492426
RI,2017,Q1,433.8886705,397.2273456
RI,2017,Q2,455.4319233,451.2744535
RI,2017,Q3,481.132646,510.9908384
RI,2017,Q4,419.9044538,467.9043328
RI,2018,Annual,NA,NA
RI,2018,Q1,NA,NA
RI,2018,Q2,NA,NA
RI,2018,Q3,NA,NA
RI,2018,Q4,NA,NA
RI,2019,Q1,NA,NA
RI,2019,Q2,NA,NA
SC,2005,Annual,86.28031564,34.9565148
SC,2005,Q1,82.69154978,26.96710915
SC,2005,Q2,82.05619333,26.92360212
SC,2005,Q3,91.03814069,40.91776633
SC,2005,Q4,89.33537877,45.01758159
SC,2006,Annual,90.74277001,47.43642167
SC,2006,Q1,84.71980471,43.32957481
SC,2006,Q2,90.9111069,48.96987021
SC,2006,Q3,93.0433981,49.62168373
SC,2006,Q4,94.29677036,47.82455795
SC,2007,Annual,98.09460365,48.12493577
SC,2007,Q1,95.5499342,41.53443624
SC,2007,Q2,96.44789347,49.37079168
SC,2007,Q3,101.4787826,50.08316593
SC,2007,Q4,98.90180434,51.51134923
SC,2008,Annual,103.8862714,56.67424025
SC,2008,Q1,100.108201,51.49947217
SC,2008,Q2,104.643188,56.08274557
SC,2008,Q3,106.0560327,58.87981877
SC,2008,Q4,104.737664,60.23492448
SC,2009,Annual,107.4395813,70.42189939
SC,2009,Q1,104.1092229,66.85419985
SC,2009,Q2,101.6449042,71.78335142
SC,2009,Q3,114.2959757,74.76182508
SC,2009,Q4,109.7082224,68.28822123
SC,2010,Annual,120.2290824,68.97378294
SC,2010,Q1,117.4369668,65.10661677
SC,2010,Q2,120.2578124,67.93842819
SC,2010,Q3,128.6844305,74.2236207
SC,2010,Q4,114.5371197,68.62646611
SC,2011,Annual,117.541962,86.78444351
SC,2011,Q1,107.8464906,75.68460605
SC,2011,Q2,119.1839983,79.79883152
SC,2011,Q3,125.3686068,102.1699325
SC,2011,Q4,117.7687522,89.48440398
SC,2012,Annual,122.160171,95.64426837
SC,2012,Q1,121.9642433,87.59823917
SC,2012,Q2,127.4716877,101.9586062
SC,2012,Q3,122.4086014,99.59336931
SC,2012,Q4,116.7961515,93.42685874
SC,2013,Annual,132.2470429,92.45085489
SC,2013,Q1,126.2152911,84.4072798
SC,2013,Q2,134.8920461,92.71936536
SC,2013,Q3,132.0240675,102.618471
SC,2013,Q4,135.8567667,90.05830343
SC,2014,Annual,141.4856118,105.8321509
SC,2014,Q1,129.342061,91.37284746
SC,2014,Q2,140.6334794,107.5917796
SC,2014,Q3,150.9628407,112.7444583
SC,2014,Q4,145.0040663,111.6195183
SC,2015,Annual,153.628532,122.4722714
SC,2015,Q1,135.491602,106.6642524
SC,2015,Q2,140.871006,111.9811672
SC,2015,Q3,153.2882048,126.9925938
SC,2015,Q4,184.8633151,144.2510724
SC,2016,Annual,190.2185467,185.8320403
SC,2016,Q1,182.3513469,164.3135402
SC,2016,Q2,195.9916392,190.9267361
SC,2016,Q3,199.046972,200.4886593
SC,2016,Q4,183.4842289,187.5992255
SC,2017,Annual,185.2042981,184.1792868
SC,2017,Q1,183.579726,176.8054838
SC,2017,Q2,185.1891599,198.1175933
