,State,Year,TimeInterval,OverdoseDeathsNaturalSemisynthetic,OverdoseDeathsSyntheticOpioids,OverdoseDeathsMethadone,OverdoseDeathsHeroin,OpioidOverdoseDeaths,AllDrugOverdoseDeaths,OpioidOverdoseDeathsPercentofAllDrugs,OpioidOverdoseDeathRate,DrugOverdoseDeathRate,IP,ED
937,IL,2013,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.9180228,151.6168943
938,IL,2014,Annual,253,127,106,711,NA,NA,0.71,9.4,NA,306.5646582,169.065113
939,IL,2014,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.8370967,154.0726146
940,IL,2014,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.362036,162.7569469
941,IL,2014,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.9602665,190.1014639
942,IL,2014,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.0992334,169.3294267
943,IL,2015,Annual,NA,278,99,844,NA,NA,0.75,10.7,14.1,327.0260885,182.1855446
944,IL,2015,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.3154865,161.7977521
945,IL,2015,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.5358796,177.4127918
946,IL,2015,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.0408681,196.1151219
947,IL,2015,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.2121198,193.4165124
948,IL,2016,Annual,NA,907,123,1040,NA,NA,NA,NA,18.9,362.8264305,231.2788699
949,IL,2016,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.9989034,199.7235355
950,IL,2016,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.1732097,254.1464082
951,IL,2016,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.6261671,241.3821576
952,IL,2016,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.5074418,229.8633781
953,IL,2017,Annual,NA,1251,155,1187,NA,NA,0.79,NA,NA,348.3458208,259.7145436
954,IL,2017,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.8678,252.1423799
955,IL,2017,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.6133738,245.0888141
956,IL,2017,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.0152594,289.7769656
957,IL,2017,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.88685,251.8500148
958,IL,2018,Annual,407,1568,155,1050,NA,NA,0.8,NA,NA,317.4160827,252.8664371
959,IL,2018,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.1831026,233.8403159
960,IL,2018,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.9126897,242.4869767
961,IL,2018,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.7508093,271.2961261
962,IL,2018,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.817729,263.8423298
963,IL,NA,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,IL,NA,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,IN,2005,Annual,59,26,51,15,160,610,0.26,2.6,9.8,114.2541981,55.00629571
966,IN,2005,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.4363936,53.01488892
967,IN,2005,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.986661,54.24851412
968,IN,2005,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.7317736,59.26080301
969,IN,2005,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.8619642,53.5009768
970,IN,2006,Annual,49,48,49,NA,176,NA,0.24,2.8,11.8,114.424045,59.62528696
971,IN,2006,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.1165642,57.9856885
972,IN,2006,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.3845965,58.64500659
973,IN,2006,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.5129479,62.96636436
974,IN,2006,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.6820716,58.90408839
975,IN,2007,Annual,81,51,79,18,NA,781,0.31,3.9,12.4,121.1310869,75.39977352
976,IN,2007,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.8811613,65.25618371
977,IN,2007,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.663429,72.91053408
978,IN,2007,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.6073915,84.57396612
979,IN,2007,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.3723659,78.85841018
980,IN,2008,Annual,109,54,84,56,NA,NA,0.37,5,13.2,132.7212192,91.94391013
981,IN,2008,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.8679032,86.9406176
982,IN,2008,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.3692347,87.81320277
983,IN,2008,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.3966854,93.25703554
984,IN,2008,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.2510535,99.76478461
985,IN,2009,Annual,148,64,80,63,319,NA,0.36,5,NA,148.8889464,98.52146473
986,IN,2009,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.165332,88.26142286
987,IN,2009,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5010603,99.31464562
988,IN,2009,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.825182,111.4489596
989,IN,2009,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.0642113,95.0608308
990,IN,2010,Annual,140,49,62,56,NA,NA,0.31,4.5,14.4,157.1318022,116.9083814
991,IN,2010,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.331266,105.1773923
992,IN,2010,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.2091497,123.7854944
993,IN,2010,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.3724138,126.5324955
994,IN,2010,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.614379,112.1381433
995,IN,2011,Annual,173,40,57,68,NA,NA,0.37,5.6,15.3,177.4433335,125.9211479
996,IN,2011,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.3640131,109.8270146
997,IN,2011,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.99581,124.9150837
998,IN,2011,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.3336657,140.3201389
999,IN,2011,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.0798453,128.6223545
1000,IN,2012,Annual,136,43,46,114,375,1011,0.37,5.9,16,180.6651962,133.3801211
1001,IN,2012,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.2857548,120.6039903
1002,IN,2012,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.779486,139.3071787
1003,IN,2012,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.4796249,144.7391992
1004,IN,2012,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.115919,128.8701163
1005,IN,2013,Annual,111,34,34,160,NA,NA,NA,5.7,NA,192.5500414,138.5619801
1006,IN,2013,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.4879771,130.0351227
1007,IN,2013,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.9517592,143.7713712
1008,IN,2013,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7849809,146.1231479
1009,IN,2013,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.9754485,134.3182784
1010,IN,2014,Annual,NA,83,37,173,NA,NA,0.39,7.3,NA,196.8551327,152.3269973
1011,IN,2014,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.1008333,125.9262559
1012,IN,2014,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.6334614,151.7157591
1013,IN,2014,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5902776,169.3351329
1014,IN,2014,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.0959585,162.3308415
1015,IN,2015,Annual,146,120,36,240,NA,NA,0.43,8.5,19.5,225.977877,205.9519007
1016,IN,2015,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.879138,163.5170655
1017,IN,2015,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.2915724,194.3572183
1018,IN,2015,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.3487802,216.5530976
1019,IN,2015,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.3920174,249.3802214
1020,IN,2016,Annual,231,304,34,297,NA,NA,0.52,12.6,NA,285.5499912,288.5883226
1021,IN,2016,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.7385541,262.1084078
1022,IN,2016,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.8459525,303.9561728
1023,IN,2016,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.4898247,318.637833
1024,IN,2016,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.1256335,269.6508769
1025,IN,2017,Annual,NA,649,49,327,NA,NA,0.63,NA,NA,294.1083234,288.7068832
1026,IN,2017,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.9279551,303.7308409
1027,IN,2017,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.335403,307.9681033
1028,IN,2017,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.2917337,288.4828168
1029,IN,2017,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.8782018,254.6457719
1030,IN,2018,Annual,323,713,55,311,NA,NA,0.68,NA,NA,NA,NA
1031,IN,2018,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.0974346,220.1716834
1032,IN,2018,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.0937259,NA
1033,IN,2018,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.7154716,NA
1034,IN,2018,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,IN,NA,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,IN,NA,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,KS,2005,Annual,52,17,45,NA,106,241,0.44,4.1,9.1,86.75321252,40.19660338
1038,KS,2005,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.77622773,41.5526839
1039,KS,2005,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.03009683,41.69228205
1040,KS,2005,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.97578668,38.85756158
1041,KS,2005,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.23073886,38.683886
1042,KS,2006,Annual,62,19,44,NA,120,NA,0.47,4.5,9.5,92.24057124,36.40482109
1043,KS,2006,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.01426073,33.79586246
1044,KS,2006,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.20490367,35.30719617
1045,KS,2006,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.71109906,42.1685623
1046,KS,2006,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.03202149,34.34766343
1047,KS,2007,Annual,57,19,45,NA,NA,270,0.43,4.4,NA,107.9592401,48.2699048
1048,KS,2007,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.78479813,42.94741521
1049,KS,2007,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.254062,51.64908306
1050,KS,2007,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.3362306,51.78723726
1051,KS,2007,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.4618697,46.69588368
1052,KS,2008,Annual,48,18,22,NA,NA,219,0.44,3.5,8,125.4410661,59.51417341
1053,KS,2008,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.0323842,52.55377526
1054,KS,2008,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.3583001,58.96384264
1055,KS,2008,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.975776,66.93998306
1056,KS,2008,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.397804,59.59909266
1057,KS,2009,Annual,60,35,45,11,NA,304,0.49,5.5,11.1,127.2683467,73.48248658
1058,KS,2009,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.6185327,67.81820786
1059,KS,2009,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.007476,70.19248137
1060,KS,2009,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.1631745,80.98225082
1061,KS,2009,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.2842036,74.93700628
1062,KS,2010,Annual,52,18,27,NA,104,269,0.39,3.8,9.6,127.6820923,77.51902446
1063,KS,2010,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.1250579,74.16462027
1064,KS,2010,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.0066463,79.93212208
1065,KS,2010,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.8359406,85.84740734
1066,KS,2010,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.7607243,70.13194815
1067,KS,2011,Annual,70,23,27,NA,NA,280,0.42,4.3,10.1,121.9234083,83.50000031
1068,KS,2011,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.6588745,74.895774
1069,KS,2011,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.3557758,88.47347255
1070,KS,2011,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.6286578,86.114876
1071,KS,2011,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.0503252,84.51587868
1072,KS,2012,Annual,88,44,33,16,171,NA,0.54,6.3,11.5,120.5982338,82.11011014
1073,KS,2012,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.5972696,75.58191748
1074,KS,2012,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.4623146,79.40189043
1075,KS,2012,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.6552953,88.75004723
1076,KS,2012,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.6780557,84.70658544
1077,KS,2013,Annual,88,37,30,12,158,331,0.48,5.7,12,110.2427451,83.0649202
1078,KS,2013,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.0422545,82.83089515
1079,KS,2013,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.7087437,83.86701185
1080,KS,2013,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.2863626,86.13474668
1081,KS,2013,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.9336196,79.42702712
1082,KS,2014,Annual,NA,39,34,19,NA,332,0.52,6,11.7,104.297011,81.84897302
1083,KS,2014,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.35782227,68.78624232
1084,KS,2014,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.2549129,88.97301243
1085,KS,2014,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.0882503,86.28264913
1086,KS,2014,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4870584,83.35398817
1087,KS,2015,Annual,NA,36,26,21,NA,329,0.46,5.4,11.8,118.4617521,81.03489643
1088,KS,2015,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.8602334,59.46029634
1089,KS,2015,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.9678369,76.87123368
1090,KS,2015,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.2382218,79.50336186
1091,KS,2015,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.7807163,108.3046938
1092,KS,2016,Annual,83,27,10,32,NA,313,0.47,5.1,11.1,169.8089154,141.8721921
1093,KS,2016,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.202065,134.564436
1094,KS,2016,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.7534977,141.4468398
1095,KS,2016,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.919458,146.5951624
1096,KS,2016,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.3606409,144.8823301
1097,KS,2017,Annual,NA,32,17,25,144,333,0.43,5.1,11.8,177.2853221,141.898172
1098,KS,2017,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.9980706,151.5853629
1099,KS,2017,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.5663595,136.3285525
1100,KS,2017,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.0745265,150.9742088
1101,KS,2017,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.5023319,128.7045637
1102,KS,2018,Annual,73,50,14,33,NA,NA,0.45,5.7,12.4,180.303186,116.3270225
1103,KS,2018,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.7853607,119.7485082
1104,KS,2018,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.9200041,123.2841111
1105,KS,2018,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.7113165,117.3773814
1106,KS,2018,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.7960626,104.8980891
1107,KS,NA,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,KS,NA,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,KY,2005,Annual,128,31,156,NA,285,NA,0.45,6.8,15.3,166.2205915,NA
1110,KY,2005,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.1498562,NA
1111,KY,2005,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.0086068,NA
1112,KY,2005,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.7850354,NA
1113,KY,2005,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.9388677,NA
1114,KY,2006,Annual,169,50,170,NA,331,NA,0.45,8,17.4,185.469312,NA
1115,KY,2006,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.8775797,NA
1116,KY,2006,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.3891894,NA
1117,KY,2006,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.287886,NA
1118,KY,2006,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.3225931,NA
1119,KY,2007,Annual,184,37,155,NA,343,NA,0.48,8.1,NA,194.4278047,NA
1120,KY,2007,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.0783578,NA
1121,KY,2007,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.0492066,NA
1122,KY,2007,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6378267,NA
1123,KY,2007,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.9458275,NA
1124,KY,2008,Annual,229,44,126,12,NA,NA,0.48,8.7,NA,210.1293221,103.7251167
1125,KY,2008,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.4884709,92.42793326
1126,KY,2008,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.6081492,100.9403003
1127,KY,2008,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.6464401,116.076465
1128,KY,2008,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.7742283,105.4557684
1129,KY,2009,Annual,290,65,92,23,NA,769,0.56,10.2,18,225.6487692,132.6811189
1130,KY,2009,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.7297199,113.4153405
1131,KY,2009,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.5308735,121.1579287
1132,KY,2009,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.7675132,178.1310197
1133,KY,2009,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5669701,118.0201868
1134,KY,2010,Annual,436,53,118,37,NA,NA,NA,14.1,NA,242.7581367,139.4716068
1135,KY,2010,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.1060128,125.5119237
1136,KY,2010,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.5098937,141.888809
1137,KY,2010,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.8514173,152.2036717
1138,KY,2010,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.5652232,138.2820228
1139,KY,2011,Annual,469,76,103,55,NA,1058,0.63,15.8,25,260.0221818,150.9711069
1140,KY,2011,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.555073,135.3686235
1141,KY,2011,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.7577235,150.294187
1142,KY,2011,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.2347593,162.4318307
1143,KY,2011,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.5411713,155.7897866
1144,KY,2012,Annual,391,70,79,143,673,NA,0.62,15.5,25,268.3292809,186.1399773
1145,KY,2012,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.4657743,172.365379
1146,KY,2012,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.647145,186.4199489
1147,KY,2012,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.1933253,204.3745712
1148,KY,2012,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.0108791,181.4000101
1149,KY,2013,Annual,349,76,70,215,NA,NA,0.65,15.5,NA,268.018952,192.2601521
1150,KY,2013,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.1943429,168.654142
1151,KY,2013,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.8936728,204.6758023
1152,KY,2013,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.1323922,210.9905947
1153,KY,2013,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.8554001,184.7200696
1154,KY,2014,Annual,NA,179,59,228,NA,NA,0.68,NA,NA,280.3563669,219.7228145
1155,KY,2014,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.8978842,199.1471376
1156,KY,2014,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.8553024,226.4794281
1157,KY,2014,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.4605038,231.381455
1158,KY,2014,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.2117772,221.8832375
1159,KY,2015,Annual,NA,323,60,310,NA,NA,0.7,NA,NA,346.9261906,278.6561454
1160,KY,2015,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.9929724,237.9350143
1161,KY,2015,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.1376782,275.0332102
1162,KY,2015,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.2520644,287.502974
1163,KY,2015,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.3220473,314.153383
1164,KY,2016,Annual,NA,465,48,311,NA,NA,0.7,NA,NA,411.0826256,374.9916923
1165,KY,2016,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.2672024,313.2091922
1166,KY,2016,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.707563,381.9941248
1167,KY,2016,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.4480405,433.0065732
1168,KY,2016,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.9076965,371.7568791
1169,KY,2017,Annual,NA,780,49,269,NA,1566,0.74,27.9,NA,445.3632056,395.9227653
1170,KY,2017,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.4283979,437.4381786
1171,KY,2017,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.1135232,415.2974299
1172,KY,2017,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.5267926,373.38918
1173,KY,2017,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.3841087,357.5662729
1174,KY,2018,Annual,290,744,37,140,NA,NA,0.75,NA,NA,443.2870155,322.6165443
1175,KY,2018,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.1730259,309.8772983
1176,KY,2018,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.3994362,320.9875831
1177,KY,2018,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.6339813,361.1723333
1178,KY,2018,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.9416186,298.4289626
1179,KY,NA,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.7561432,NA
1180,KY,NA,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.8459128,NA
1181,LA,2005,Annual,54,NA,101,NA,172,661,0.26,3.8,14.7,NA,NA
1182,LA,2005,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,LA,2005,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,LA,2005,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,LA,2005,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,LA,2006,Annual,61,14,117,14,194,NA,0.28,4.6,16.5,NA,NA
1187,LA,2006,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,LA,2006,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,LA,2006,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,LA,2006,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,LA,2007,Annual,88,21,106,NA,NA,NA,0.26,4.9,NA,NA,NA
1192,LA,2007,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,LA,2007,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,LA,2007,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,LA,2007,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,LA,2008,Annual,59,10,47,14,130,NA,NA,2.9,14.9,156.6706547,NA
1197,LA,2008,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.256639,NA
1198,LA,2008,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.0651787,NA
1199,LA,2008,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4212803,NA
1200,LA,2008,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.9395208,NA
1201,LA,2009,Annual,57,16,19,11,NA,NA,NA,2.8,NA,164.5079077,NA
1202,LA,2009,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.4812071,NA
1203,LA,2009,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.5317365,NA
1204,LA,2009,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.809741,NA
1205,LA,2009,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.2089464,NA
1206,LA,2010,Annual,68,21,18,14,123,NA,NA,2.8,13.2,161.0029532,NA
1207,LA,2010,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.60554,NA
1208,LA,2010,Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.8613434,NA
1209,LA,2010,Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.8070168,NA
1210,LA,2010,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.7379126,NA
1211,LA,2011,Annual,58,20,14,17,116,601,0.19,2.5,13.5,172.5071778,NA
