State,Year,TimeInterval,Opioid Prescription Rate Per 100 population,Number of Crime Incident Related to Any Drug Type,Number of Crime Incident Related to Heroin,Number of Crime Incident Related to Narcotics,Number of Crime Incident Related to All Types of Opioid,Number of Crime Incident Related to Cocaine,Number of Crime Incident Related to Heroin Morphine And Opium,Number of Crime Incident Related to Other Opioid,Crime Incident Rate per 100000 population Related to Any Drug Type,Crime Incident Rate per 100000 population Related to Heroin,Crime Incident Rate per 100000 population Related to Narcotics,Crime Incident Rate per 100000 population Related to All Types of Opioid,Crime Incident Rate per 100000 population Relate dto Cocaine,Crime Incident Rate per 100000 population Related to Heroin Morphine And Opium,Crime Inciden tRate per 100000 population Related to Other Opioid,Opioid Overdose Deaths by Natural and Semisynthetic Opioid,Opioid Overdose Deaths by Synthetic Opioids,Opioid Overdose Deaths by Methadone,Opioid Overdose Deaths by Heroin,All Opioid Overdose Deaths,All Drug Overdose Deaths,Opioid Overdose Deaths as Percentage of all Overdose Deaths,"Opioid Overdose Death Rate Per 100,000 (Age Adjusted)","All Drug Overdose Death Rate Per 100,00 (Age Adjusted)",Rate of Opioid Related Inpatient Hospital Visits,Rate of Opioid Related Emergency Department Visits,Rate of Opioid Overdose Deaths (Natural & Semisynthetic),Rate of Opioid Overdose Deaths (Synthetic Opioids),Rate of Opioid Overdose Deaths (Methadone),Rate of Opioid Overdose Deaths (Herion),Counts of Opioid Related Inpatient Hospital Visits,Counts of Opioid Related Emergency Department Visits,name
UT,2016,Annual,70.4,18432,3132,438,3562,960,3189,503,759.9571205,129.1333388,18.05887689,146.8623732,39.58110002,131.4834666,20.7388472,,72,40,166,,,0.73,,,315.2980675,257.5597255,,2.605028791,1.447238217,6.006038601,8714,7119,Utah
UT,2017,Annual,63.8,20907,3528,459,3969,988,3582,517,892.6470934,150.6317953,19.59750399,169.4607698,42.18373407,152.9373841,22.07387704,290,92,46,147,,650,0.7,15.5,,313.752006,244.6385573,10.49247707,3.3286479,1.66432395,5.318600448,8672,6762,Utah
UT,2018,Annual,57.1,20829,2935,412,3332,667,2989,472,882.1096774,124.2974652,17.44823021,141.1104443,28.24749891,126.5843692,19.98923461,279,83,40,156,,,0.7,,,,,10.09448657,3.003019301,1.447238217,5.644229047,,,Utah
VA,2005,Annual,,39823,1215,1079,2362,12651,1307,1164,530.3569172,16.18119314,14.36996494,31.45677218,168.4841765,17.40643575,15.50198256,156,42,121,61,363,,0.62,4.7,7.5,,,1.949750432,0.524932809,1.512306425,0.762402412,,,Virginia
VA,2006,Annual,67.2,41745,1275,1159,2554,13628,1421,1293,549.1707449,16.77309138,15.24706895,33.59880423,179.281325,18.69377479,17.00988797,168,63,113,71,408,,0.65,5.3,8,92.99624978,,2.099731234,0.787399213,1.412319223,0.887386415,7441,,Virginia
VA,2007,Annual,70.1,43398,1204,1600,2929,12391,1376,1756,565.3048358,15.68337302,20.84169172,38.15332191,161.4058763,17.92385488,22.87375666,216,68,142,95,,,0.72,6.4,8.9,90.67525728,,2.699654444,0.849891214,1.774772829,1.187348019,7255,,Virginia
VA,2008,Annual,73,42509,1410,2081,3694,10014,1668,2311,547.8439751,18.17168141,26.81933972,47.60722774,129.0576011,21.49671247,29.7835147,216,89,139,87,,,0.68,6.2,9,99.57414362,,2.699654444,1.112357618,1.737277628,1.087360818,7967,,Virginia
VA,2009,Annual,74.1,41853,1832,2338,4362,8488,2085,2578,530.7119437,23.23045614,29.64672842,55.31181752,107.6310654,26.43859228,32.69001962,209,80,126,104,,685,0.7,5.9,8.5,120.7228248,,2.612165643,0.999872016,1.574798426,1.299833621,9659,,Virginia
VA,2010,Annual,75.5,42844,1697,2502,4426,7705,1994,2770,535.8333889,21.2237247,31.29154932,55.35427549,96.36346423,24.93818918,34.64332199,196,87,108,45,,,0.7,4.8,,125.9679441,,2.44968644,1.087360818,1.349827222,0.562428009,10079,,Virginia
VA,2011,Annual,76.6,45080,1726,2923,4954,7591,2099,3284,558.0288756,21.36552439,36.18275074,61.32375887,93.96621994,25.98275532,40.65143806,319,77,156,103,,,0.72,7.1,9.7,131.5472917,,3.986989665,0.962376816,1.949750432,1.287335221,10525,,Virginia
VA,2012,Annual,79.6,49539,2180,3522,6026,7531,2590,3910,605.0005514,26.62349264,43.01281701,73.59319572,91.97317573,31.63066328,47.7513102,276,89,104,121,533,,0.73,6.5,8.9,138.5328265,,3.449558457,1.112357618,1.299833621,1.512306425,11084,,Virginia
VA,2013,Annual,76.6,51322,3287,3537,7046,6383,3631,3864,620.8054625,39.76048391,42.78455479,85.23041364,77.21057767,43.92160544,46.7400395,297,125,96,206,,,0.75,7.6,10.2,157.0092237,,3.712024861,1.562300026,1.19984642,2.574670442,12562,,Virginia
VA,2014,Annual,73.5,49176,3601,3195,6995,5906,3925,3511,590.6089856,43.24839266,38.37228951,84.01069332,70.9316876,47.13966709,42.16748309,323,176,105,253,,,0.77,9.1,11.7,166.5533661,,4.036983266,2.199718436,1.312332022,3.162095252,13326,,Virginia
VA,2015,Annual,68.1,49203,4215,3162,7529,5958,4518,3447,586.8054114,50.26898379,37.7106825,89.79245052,71.05637139,53.88262604,41.10965293,276,270,67,353,,1039,0.79,9.9,12.4,200.2176534,,3.449558457,3.374568055,0.837392814,4.411935272,16019,,Virginia
VA,2016,Annual,63.4,52544,4654,3251,8040,5973,4942,3539,624.2311309,55.29026498,38.6224004,95.51648699,70.96019612,58.71175108,42.0438865,343,648,77,450,,,0.8,13.5,,237.8517172,,4.28695127,8.098963333,0.962376816,5.624280092,19031,,Virginia
VA,2017,Annual,52.9,60034,4542,3105,7704,6827,4773,3320,708.9727795,53.63884407,36.66856249,90.98054925,80.62359939,56.3668434,39.20760949,,829,83,556,,,,,,225.9680356,,,10.36117377,1.037367217,6.949110514,18080,,Virginia
VA,2018,Annual,44.8,63818,4428,3073,7542,7373,4628,3261,749.5100491,52.00461465,36.09082674,88.5769656,86.59214629,54.35351323,38.29879141,252,852,93,532,,,,,,207.2254982,,3.149596852,10.64863697,1.162351219,6.649148909,16580,,Virginia
VT,2005,Annual,,2475,85,133,233,348,102,148,408.1652847,14.01779766,21.93373045,38.4252571,57.39051275,16.82135719,24.40745945,17,,16,,37,53,0.7,6.1,8.5,110.6956015,120.8025912,2.716778987,,2.556968458,,693,756,Vermont
VT,2006,Annual,56.9,2871,57,175,250,371,81,195,459.3467708,9.119737352,27.99919362,39.99884803,59.35829048,12.95962676,31.19910147,24,15,27,,57,75,0.76,9.4,12.2,100.9570924,151.0356502,3.835452687,2.39715793,4.314884273,,632,945,Vermont
VT,2007,Annual,56,2593,36,152,197,309,46,161,419.1519972,5.819310412,24.57042174,31.84455975,49.94908103,7.435785526,26.02524934,28,15,17,,,66,0.79,8.8,,124.0742338,140.5216547,4.474694802,2.39715793,2.716778987,,776,879,Vermont
VT,2008,Annual,56.5,2332,72,182,260,276,83,191,379.8354915,11.72733936,29.64410783,42.34872547,44.95480088,13.51901621,31.11002525,32,14,17,,57,73,,8.6,10.9,141.8965561,146.051185,5.113936916,2.237347401,2.716778987,,888,914,Vermont
VT,2009,Annual,54.5,2742,64,256,334,264,83,274,445.7739266,10.40464307,41.61857229,54.29923103,42.91915267,13.49352148,44.54487815,23,,13,,,55,0.71,6,,137.9254913,188.40172,3.675642159,,2.077536872,,863,1179,Vermont
VT,2010,Annual,54.1,2541,88,243,352,302,115,265,414.9492785,14.37053778,39.68228047,57.48215114,49.31707285,18.77968006,43.27491492,27,,,,43,63,0.68,6.8,9.7,144.6768562,141.9440711,4.314884273,,,,905,888,Vermont
VT,2011,Annual,53.6,2477,115,203,331,252,134,220,408.3967829,18.96069037,33.46974039,54.57381314,41.54864324,22.09332617,36.27262505,30,12,13,,55,83,0.66,9.1,12.9,166.8588894,169.889787,4.794315859,1.917726344,2.077536872,,1044,1063,Vermont
VT,2012,Annual,54.6,3014,235,328,579,290,259,348,484.6835807,37.79052471,52.74592385,93.10942045,46.6351156,41.64998255,55.96213872,27,,17,10,55,70,0.79,8.6,10.9,182.9243163,180.0710774,4.314884273,,2.716778987,1.598105286,1145,1127,Vermont
VT,2013,Annual,52.2,2822,472,265,745,286,490,284,467.7862373,78.24064635,43.92748153,123.4942405,47.40852724,81.22439981,47.07699907,37,17,14,20,70,93,0.75,11.6,,206.5463222,214.3615884,5.91298956,2.716778987,2.237347401,3.196210573,1292,1341,Vermont
VT,2014,Annual,50.4,1640,384,195,579,185,399,208,277.5319289,64.98308578,32.99922325,97.98230903,31.30695539,67.52148757,35.19917147,21,21,,33,,83,0.77,,,203.2595085,223.7293882,3.356021101,3.356021101,,5.273747445,1272,1400,Vermont
VT,2015,Annual,60.1,723,274,104,366,94,278,110,192.1773454,72.83069521,27.64376753,97.28479726,24.98571296,73.89391704,29.23860027,25,33,,33,,99,0.8,13.4,,256.4421522,249.9035152,3.995263216,5.273747445,,5.273747445,1605,1564,Vermont
VT,2016,Annual,58.6,1647,678,142,815,273,688,149,227.4899584,93.64796102,19.61358476,112.5709266,37.70780731,95.02919938,20.58045161,23,53,13,45,,125,,,,283.0872145,273.6722508,3.675642159,8.469958018,2.077536872,7.191473789,1771,1712,Vermont
VT,2017,Annual,50.5,1734,636,208,828,437,648,219,278.0374469,101.9791328,33.35166606,132.765286,70.07056764,103.9032673,35.11545609,27,77,14,41,,134,,,,264.6728829,226.1546674,4.314884273,12.30541071,2.237347401,6.552231674,1656,1415,Vermont
VT,2018,Annual,42.4,1512,462,175,628,488,476,189,239.6272465,73.21943643,27.73463501,99.52771879,77.34001078,75.43820723,29.95340581,20,106,,68,,153,,,,267.0755944,249.110149,3.196210573,16.93991604,,10.86711595,1671,1559,Vermont
WA,2005,Annual,,,,,,,,,,,,,,,,232,54,269,54,603,850,0.71,9.2,13,144.2094757,,3.450050115,0.803028906,4.000273625,0.803028906,9697,,Washington
WA,2006,Annual,80.8,193,2,0,3,7,3,1,325.5296181,3.373363918,0,5.060045878,11.80677371,5.060045878,1.686681959,263,51,337,54,661,,0.74,10,13.6,151.7123001,,3.911048191,0.758416189,5.01149521,0.803028906,10202,,Washington
WA,2007,Annual,84.4,3648,115,104,223,683,119,108,452.50721,14.26489286,12.90042485,27.66148789,84.72105932,14.76106304,13.39659503,276,37,277,75,,,0.68,9.7,14.4,158.6732492,,4.104369964,0.55022351,4.11924087,1.115317925,10670,,Washington
WA,2008,Annual,86.6,3879,135,131,273,544,142,138,457.8660538,15.93501347,15.46286493,32.22413836,64.21220244,16.76127343,16.28912488,302,53,290,67,,1011,0.68,10.1,,164.7482582,,4.491013512,0.788158,4.312562644,0.99635068,11079,,Washington
WA,2009,Annual,86.1,3824,178,228,426,355,198,248,409.4534054,19.05928508,24.41301685,45.61379464,38.01149553,21.20077779,26.55450956,329,71,262,67,,,0.72,10.2,14.3,195.6519408,,4.892527965,1.055834302,3.896177285,0.99635068,13157,,Washington
WA,2010,Annual,85,5296,407,279,709,344,430,302,446.6740663,34.32710441,23.53135659,59.79832194,29.01357228,36.26696535,25.47121752,293,65,229,60,,,0.69,8.9,,209.7935321,,4.357175361,0.966608868,3.405437398,0.89225434,14108,,Washington
WA,2011,Annual,81.6,9799,904,410,1350,510,940,446,474.2740567,43.75382664,19.84410279,65.34033846,24.68412786,45.49623567,21.58651182,325,53,236,148,,,0.7,9.9,14.1,232.9006364,,4.833044342,0.788158,3.509533738,2.200894039,15661,,Washington
WA,2012,Annual,78.7,15103,2247,440,2738,1004,2298,491,359.5441315,53.49239644,10.47470157,65.18121115,23.9013645,54.70650957,11.68881471,332,59,180,177,695,,0.71,9.7,13.7,256.2869783,,4.937140682,0.877383434,2.67676302,2.632150303,17234,,Washington
WA,2013,Annual,75.2,12987,2600,465,3121,1010,2656,521,266.2459324,53.30248896,9.532945141,63.98348771,20.70596687,54.45054257,10.68099875,269,59,156,205,,,0.66,8.9,,279.8522488,,4.000273625,0.877383434,2.319861284,3.048535662,18819,,Washington
WA,2014,Annual,74.2,13685,3117,398,3568,746,3170,451,258.2096421,58.81179791,7.509494888,67.32130091,14.0755859,59.81180602,8.509503002,,62,115,289,673,,0.69,9.2,13.3,313.1843011,,,0.921996151,1.710154152,4.297691738,21060,,Washington
WA,2015,Annual,69.8,14345,3235,454,3758,788,3304,523,259.2505175,58.46465139,8.204930983,67.9165873,14.24115774,59.71165632,9.451935912,,65,111,303,,,0.63,9.3,14.7,353.0814225,,,0.966608868,1.650670529,4.505884417,23743,,Washington
WA,2016,Annual,64.9,17467,4319,480,4876,861,4397,558,259.0379278,64.05134311,7.118463693,72.31172702,12.76874425,65.20809346,8.275214043,292,93,122,283,,,0.64,9.4,14.5,388.6478301,,4.342304455,1.382994227,1.814250491,4.208466304,26135,,Washington
WA,2017,Annual,57.2,18943,4846,486,5394,908,4910,550,276.6387667,70.76975471,7.097420716,78.77260769,13.26020167,71.70439447,8.032060481,250,143,119,306,,1169,0.63,9.6,15.2,395.435374,,3.717726417,2.126539511,1.769637774,4.550497134,26591,,Washington
WA,2018,Annual,49.3,20279,5274,498,5836,975,5352,577,269.8389655,70.17755827,6.626549871,77.65571294,12.97366692,71.21545162,7.677749549,216,221,94,328,,,0.63,9.4,,372.49166,,3.212115624,3.286470153,1.397865133,4.877657059,25048,,Washington
WI,2005,Annual,,3560,112,41,159,1612,119,49,538.8983162,16.95410433,6.206413193,24.06877311,244.0180016,18.01373585,7.417420645,135,53,72,31,273,518,0.53,4.9,9.3,117.8179712,59.46709724,2.373840906,0.931952356,1.266048483,0.545104208,6700,3382,Wisconsin
WI,2006,Annual,64.7,5336,151,108,257,1620,157,114,675.262683,19.1088203,13.66723571,32.52295906,205.0085357,19.86811118,14.42652659,159,56,116,28,334,593,0.56,6,10.6,135.3731655,58.73335465,2.795857067,0.984704376,2.039744779,0.492352188,7699,3340,Wisconsin
WI,2007,Annual,69.2,6190,98,171,271,1445,106,178,643.8754855,10.19382837,17.78719031,28.18905599,150.3069591,11.02597762,18.51532091,180,55,140,34,,,0.6,6.7,11.1,146.9734583,66.49703178,3.165121208,0.967120369,2.46176094,0.597856228,8358,3782,Wisconsin
WI,2008,Annual,70.6,7447,170,339,529,1414,199,367,573.068328,13.08199487,26.08703682,40.70808991,108.8114161,15.31362928,28.24171833,176,53,119,67,,,,6.6,10.6,172.3653777,75.97622653,3.094785181,0.931952356,2.092496799,1.17812845,9802,4321,Wisconsin
WI,2009,Annual,71.9,8652,206,421,650,1224,248,454,509.7345633,12.13653722,24.80331151,38.294899,72.11224058,14.61097685,26.74751407,191,76,94,75,,,0.63,6.9,10.9,178.6345346,93.0513583,3.358545282,1.33638451,1.652896631,1.318800503,10159,5292,Wisconsin
WI,2010,Annual,74.4,10875,346,652,1026,1312,400,698,511.3202783,16.26821299,30.65570772,48.2404235,61.6875591,18.80718265,32.81853373,228,66,85,92,,630,0.66,7.3,10.9,193.6699737,109.9324693,4.009153531,1.160544443,1.494640571,1.617728618,11014,6252,Wisconsin
WI,2011,Annual,75.2,10162,464,695,1169,1191,520,744,480.8338365,21.95501871,32.88521121,55.31339843,56.35436914,24.60476235,35.2037369,232,60,78,135,,,0.68,8.3,12.1,192.6271699,128.1466815,4.079489557,1.055040403,1.371552524,2.373840906,10955,7288,Wisconsin
WI,2012,Annual,76.8,10594,584,744,1345,964,644,798,488.8682566,26.94912798,34.33245072,62.06605674,44.48451948,29.71787401,36.82432214,229,56,62,185,483,,0.7,8.6,12.2,200.9248425,130.6307208,4.026737537,0.984704376,1.090208416,3.253041242,11427,7429,Wisconsin
WI,2013,Annual,73.8,10178,641,700,1375,788,712,761,450.375704,28.36419987,30.97494525,60.84364246,34.86893837,31.50594431,33.67419048,277,81,76,232,,,0.7,10.6,,203.1602686,135.6300337,4.870769859,1.424304544,1.33638451,4.079489557,11554,7713,Wisconsin
WI,2014,Annual,71.9,9570,687,647,1348,703,762,710,409.3201821,29.3837999,27.67295275,57.65554915,30.06813877,32.59163832,30.36753702,279,90,78,270,,,0.74,11.1,,212.8083366,156.8465183,4.905937873,1.582560604,1.371552524,4.747681812,12102,8920,Wisconsin
WI,2015,Annual,67.5,10761,1006,681,1710,895,1089,759,411.7739571,38.49499125,26.05873662,65.43383205,34.24753198,41.67101936,29.04343773,249,112,73,287,,,0.71,11.2,,242.3078563,193.2327396,4.378417672,1.969408752,1.28363249,5.046609927,13780,10989,Wisconsin
WI,2016,Annual,62.2,12957,1163,819,2007,983,1250,903,449.3922955,40.33674768,28.40567184,69.60950352,34.09374288,43.3542,31.31907408,328,288,67,389,,,,15.8,19.3,287.8358213,242.5030127,5.767554202,5.064193933,1.17812845,6.840178611,16369,13791,Wisconsin
WI,2017,Annual,52.6,15359,1347,775,2151,1544,1434,859,489.2802111,42.91037466,24.68859715,68.52280318,49.18605677,45.68186879,27.36452252,,466,58,414,,,0.79,,,261.6179369,239.1996298,,8.194147128,1.019872389,7.279778779,14878,13603,Wisconsin
WI,2018,Annual,45.8,18941,1400,769,2188,1638,1465,831,527.3048184,38.97506709,21.40844757,60.912462,45.6008285,40.78462378,23.13448625,251,506,56,327,,,,,,215.1506488,202.9114482,4.413585685,8.897507397,0.984704376,5.749970195,12236,11540,Wisconsin
WV,2005,Annual,,7305,91,876,1028,1581,158,941,449.2741501,5.596707414,53.87599664,63.22434309,97.23510353,9.717360125,57.8736448,54,42,60,,140,184,0.76,8.2,10.5,138.0608239,,2.914202636,2.266602051,3.238002929,,2558,,West Virginia
WV,2006,Annual,129.9,9039,144,1255,1469,2026,229,1327,572.3697208,9.118402456,79.46941029,93.0203695,128.2908568,14.50079279,84.02861152,155,50,104,,285,362,0.79,16.1,20.4,163.8978692,,8.364840901,2.698335774,5.612538411,,3037,,West Virginia
WV,2007,Annual,135.1,9100,167,1307,1555,1567,256,1391,597.7078233,10.96892379,85.84660715,102.1357874,102.9239735,16.81463767,91.36391014,177,80,93,21,,397,0.84,19,,173.223176,,9.552108641,4.317337239,5.01890454,1.133301025,3210,,West Virginia
WV,2008,Annual,145.5,9224,309,1750,2157,1344,424,1860,601.2982932,20.14323207,114.0797933,140.6114938,87.61328123,27.6399042,121.2505231,218,87,86,36,,459,,,,225.2024367,,11.76474398,4.695104248,4.641137532,1.942801758,4173,,West Virginia
WV,2009,Annual,146.9,9558,400,2053,2553,1119,531,2167,637.9234051,26.696941,137.0220497,170.3932259,74.68469244,35.44018917,144.6306779,99,42,41,19,,226,,10.3,12.4,233.8069394,,5.342704833,2.266602051,2.212635335,1.025367594,4332,,West Virginia
WV,2010,Annual,143.1,8746,385,1888,2339,903,483,1977,570.076523,25.09483894,123.0624829,152.4592942,58.85880405,31.48261612,128.8636275,342,102,69,28,,,,25.6,,260.630111,,18.4566167,5.50460498,3.723703369,1.511068034,4829,,West Virginia
WV,2011,Annual,139.6,8361,309,1862,2287,831,453,1993,553.9166031,20.47126305,123.3575786,151.5138466,55.0537851,30.01126913,132.0363342,442,99,59,34,,,,31.5,36.3,296.2789753,,23.85328825,5.342704833,3.184036214,1.834868327,5490,,West Virginia
WV,2012,Annual,136.9,9766,484,2146,2734,770,635,2285,583.9805396,28.94189854,128.3250295,163.4858484,46.0439295,37.97129251,136.6368557,348,89,67,63,468,,0.84,27.1,,313.3226903,,18.78041699,4.803037678,3.615769938,3.399903076,5806,,West Virginia
WV,2013,Annual,129,8502,783,1795,2641,748,902,1909,528.7320009,48.69409042,111.6294921,164.2414978,46.51747079,56.09459713,118.7190531,341,98,54,144,,,,27.9,,338.1146769,,18.40264998,5.288738118,2.914202636,7.77120703,6265,,West Virginia
WV,2014,Annual,126.4,8586,999,1793,2832,689,1111,1897,599.5261607,69.75618851,125.198044,197.7472731,48.110124,77.57670213,132.4599495,,122,35,163,,,,,,349.2798831,,,6.58393929,1.888835042,8.796574625,6472,,West Virginia
WV,2015,Annual,111.3,9516,1355,1973,3330,660,1444,2054,657.3580094,93.60236472,136.2933325,230.0338557,45.59229573,99.75041672,141.8887507,,217,29,194,,,,,,373.6947913,,,11.71077726,1.565034749,10.4695428,6925,,West Virginia
WV,2016,Annual,96,10539,1754,1937,3683,871,1866,2038,620.152758,103.211684,113.9800638,216.7209989,51.25278036,109.8021678,119.9232679,,435,27,235,,,,,,429.6120499,,,23.47552124,1.457101318,12.68217814,7961,,West Virginia
WV,2017,Annual,81.3,12120,2030,1575,3634,1119,2131,1676,754.9275843,126.4441416,98.1032133,226.3536998,69.69999726,132.7352048,104.3942765,279,618,35,244,833,,,,,423.2853139,,15.05671362,33.35143017,1.888835042,13.16787858,7843,,West Virginia
WV,2018,Annual,69.3,10732,1592,1088,2708,789,1683,1181,670.9718401,99.53290807,68.02248994,169.3059768,49.32880934,105.2222891,73.83691233,214,551,27,195,,,,,,430.6164389,,11.54887711,29.73566023,1.457101318,10.52350952,7979,,West Virginia
WY,2005,Annual,,,,,,,,,,,,,,,,,,,,10,26,0.38,,4.9,,,,,,,,,Wyoming
WY,2006,Annual,79.9,,,,,,,,,,,,,,,,,,,14,55,0.25,,10.6,,,,,,,,,Wyoming
WY,2007,Annual,80.8,,,,,,,,,,,,,,,,,,,,63,0.4,4.6,,71.33856798,,,,,,402,,Wyoming
WY,2008,Annual,81,,,,,,,,,,,,,,,19,11,,,40,74,0.54,7.6,,71.53606626,,3.371029725,1.951648788,,,403,,Wyoming
WY,2009,Annual,81,,,,,,,,,,,,,,,15,,10,,,60,0.53,5.7,,82.75366172,,2.661339257,,1.774226171,,466,,Wyoming
WY,2010,Annual,80.4,,,,,,,,,,,,,,,31,,,,47,85,0.55,8.5,,75.77584854,,5.500101131,,,,427,,Wyoming
WY,2011,Annual,78.2,,,,,,,,,,,,,,,28,,,,43,85,0.51,7.5,15.2,69.3791665,,4.96783328,,,,391,,Wyoming
WY,2012,Annual,80.5,,,,,,,,,,,,,,,26,,,,45,98,0.46,7.7,,77.76149929,,4.612988045,,,,438,,Wyoming
WY,2013,Annual,81.5,,,,,,,,,,,,,,,33,,,,,98,0.49,8.6,17.2,89.48944916,,5.854946365,,,,504,,Wyoming
WY,2014,Annual,80.9,,,,,,,,,,,,,,,28,12,,10,54,109,0.5,9.3,,96.66948037,98.83032453,4.96783328,2.129071406,,1.774226171,545,557,Wyoming
WY,2015,Annual,75.4,,,,,,,,,,,,,,,28,,,,,96,0.48,7.9,16.4,97.89377755,105.0320996,4.96783328,,,,552,592,Wyoming
WY,2016,Annual,71.1,,,,,,,,,,,,,,,26,,,,50,99,0.51,8.7,17.6,127.7134527,144.5511077,4.612988045,,,,720,815,Wyoming
WY,2017,Annual,64.8,,,,,,,,,,,,,,,30,17,,,47,69,0.68,8.7,12.2,127.6103039,131.2764301,5.322678514,3.016184491,,,719,740,Wyoming
WY,2018,Annual,57.1,,,,,,,,,,,,,,,27,10,,,40,66,,6.8,11.1,,,4.790410662,1.774226171,,,,,Wyoming
