State,Year,TimeInterval,Opioid Prescription Rate Per 100 population,Number of Crime Incident Related to Any Drug Type,Number of Crime Incident Related to Heroin,Number of Crime Incident Related to Narcotics,Number of Crime Incident Related to All Types of Opioid,Number of Crime Incident Related to Cocaine,Number of Crime Incident Related to Heroin Morphine And Opium,Number of Crime Incident Related to Other Opioid,Crime Incident Rate per 100000 population Related to Any Drug Type,Crime Incident Rate per 100000 population Related to Heroin,Crime Incident Rate per 100000 population Related to Narcotics,Crime Incident Rate per 100000 population Related to All Types of Opioid,Crime Incident Rate per 100000 population Relate dto Cocaine,Crime Incident Rate per 100000 population Related to Heroin Morphine And Opium,Crime Inciden tRate per 100000 population Related to Other Opioid,Opioid Overdose Deaths by Natural and Semisynthetic Opioid,Opioid Overdose Deaths by Synthetic Opioids,Opioid Overdose Deaths by Methadone,Opioid Overdose Deaths by Heroin,All Opioid Overdose Deaths,All Drug Overdose Deaths,Opioid Overdose Deaths as Percentage of all Overdose Deaths,"Opioid Overdose Death Rate Per 100,000 (Age Adjusted)","All Drug Overdose Death Rate Per 100,00 (Age Adjusted)",Rate of Opioid Related Inpatient Hospital Visits,Rate of Opioid Related Emergency Department Visits,Rate of Opioid Overdose Deaths (Natural & Semisynthetic),Rate of Opioid Overdose Deaths (Synthetic Opioids),Rate of Opioid Overdose Deaths (Methadone),Rate of Opioid Overdose Deaths (Herion),Counts of Opioid Related Inpatient Hospital Visits,Counts of Opioid Related Emergency Department Visits,name
MD,2013,Annual,69,,,,,,,,,,,,,,,304,93,138,217,,,0.84,12.3,,427.044086,253.6514921,5.265389486,1.610793494,2.390209701,3.758518153,24656,14645,Maryland
MD,2014,Annual,67.6,,,,,,,,,,,,,,,,230,153,313,,,,,17.4,403.7998079,300.7454776,,3.983682835,2.650015103,5.421272728,23314,17364,Maryland
MD,2015,Annual,63,,,,,,,,,,,,,,,,357,182,405,,1285,,,,412.4275961,351.3321077,,6.183368574,3.152305548,7.014745862,23812,20284,Maryland
MD,2016,Annual,58.7,,,,,,,,,,,,,,,,1091,197,650,,,,,,473.7885995,460.5983472,,18.89651293,3.41211095,11.2582341,27354,26593,Maryland
MD,2017,Annual,51.7,,,,,,,,,,,,,,,524,1542,241,522,,,,,36.3,460.3430674,500.3151076,9.07586872,26.70799536,4.174206797,9.041228,26578,28886,Maryland
MD,2018,Annual,45.1,5113,148,147,369,542,232,231,294.0352762,8.511093463,8.453586074,21.22022627,31.16900444,13.34171408,13.28420669,425,1825,187,356,,,,,,438.5037943,516.2948941,7.361153065,31.60965728,3.238907349,6.166048214,25317,29809,Maryland
ME,2005,Annual,,515,17,56,76,70,21,59,546.3669252,18.03541306,59.41077245,80.62890546,74.26346556,22.27903967,62.5934924,37,,61,,116,163,0.71,9,12.4,,,2.785387406,,4.592125183,,,,Maine
ME,2006,Annual,83.6,721,19,85,107,101,24,90,764.9623885,20.15850954,90.18280585,113.524238,107.1583928,25.46338048,95.48767678,41,,47,,93,159,0.58,7.3,12,251.8785756,150.1959306,3.086510369,,3.538194813,,3346,1995,Maine
ME,2007,Annual,85.4,1322,21,160,197,151,45,181,566.9488545,9.00599542,68.61710796,84.48481418,64.75739564,19.29856161,77.62310338,53,,45,,,159,0.64,8.1,12.4,259.9161967,167.2015014,3.989879257,,3.387633332,,3453,2221,Maine
ME,2008,Annual,88.7,1409,29,172,213,165,45,185,478.849402,9.855665478,58.4542918,72.38816369,56.07533807,15.29327402,62.87234874,46,15,50,,,162,0.65,8.2,,277.1273589,205.7757195,3.462914072,1.129211111,3.764037035,,3681,2733,Maine
ME,2009,Annual,87.9,1335,18,165,189,112,26,173,504.7335309,6.805395923,62.38279596,71.45665719,42.34468574,9.830016333,65.40741637,75,16,40,,,173,0.66,8.7,12.7,292.4958588,273.2835629,5.646055553,1.204491851,3.011229628,,3885,3630,Maine
ME,2010,Annual,92.8,1270,12,197,229,76,34,217,478.3625687,4.519961279,74.20269766,86.25592774,28.62642143,12.80655696,81.73596646,52,21,36,,,135,0.67,7.1,10.4,292.5565301,303.1031119,3.914598517,1.580895555,2.710106665,,3886,4026,Maine
ME,2011,Annual,93.1,1150,14,187,208,89,24,196,433.2168043,5.273943704,70.44481948,78.35573504,33.52721355,9.04104635,73.83521186,40,19,32,,,156,0.54,6.7,11.8,317.5773428,290.0990196,3.011229628,1.430334073,2.408983702,,4219,3854,Maine
ME,2012,Annual,89.7,1372,56,175,244,131,72,192,482.0580929,19.67584053,61.48700165,85.73044801,46.02741266,25.29750925,67.46002467,61,15,25,12,100,150,0.67,7.9,11.5,338.5637183,284.1969091,4.592125183,1.129211111,1.882018518,0.903368888,4497,3775,Maine
ME,2013,Annual,85.9,1475,89,207,299,115,103,222,433.2615637,26.14256215,60.80348724,87.82725935,33.77971513,30.25487529,65.20953704,64,23,34,16,,174,0.72,9.9,13.2,315.587887,290.5759083,4.817967405,1.731457036,2.559545184,1.204491851,4192,3860,Maine
ME,2014,Annual,82.4,1556,119,196,312,105,131,207,456.7014182,34.92767916,57.52794214,91.57509158,30.81854043,38.44979807,60.75655114,80,62,29,38,171,216,0.79,13.7,,300.4823969,324.3314003,6.022459256,4.667405924,2.18314148,2.860668147,3991,4308,Maine
ME,2015,Annual,76.5,1524,185,178,360,106,201,192,447.8125064,54.36044205,52.30356046,105.7824818,31.1470641,59.06188569,56.41732364,,116,36,52,,269,,,,297.1322894,396.7536829,,8.732565921,2.710106665,3.914598517,3947,5270,Maine
ME,2016,Annual,66.9,1716,193,223,407,160,204,233,446.394893,50.20641862,58.01052514,105.8757118,41.62190144,53.06792434,60.61189398,132,199,37,55,,353,,,,345.0575797,420.0929567,9.937057773,14.9808674,2.785387406,4.140440739,4584,5580,Maine
ME,2017,Annual,55.7,1061,195,175,372,234,207,186,277.9990358,51.09313099,45.85280986,97.46997296,61.31175718,54.23732366,48.73498648,75,278,30,76,,424,,,,322.604666,396.6931705,5.646055553,20.92804592,2.258422221,5.721336293,4285,5270,Maine
ME,2018,Annual,48.1,1291,200,235,423,270,207,238,273.5430285,42.37692153,49.7928828,89.62718903,57.20884406,43.86011378,50.42853662,56,229,18,71,,,,,,331.7440236,365.1360368,4.215721479,17.23928962,1.355053333,5.34493259,4407,4850,Maine
MI,2005,Annual,,48255,1346,1194,2651,10964,1483,1319,470.325213,13.11900812,11.63751537,25.83840306,106.8624108,14.45430092,12.85584822,151,88,126,151,483,,0.49,4.8,9.8,148.7660574,,1.527777216,0.890360232,1.274833968,1.527777216,14704,,Michigan
MI,2006,Annual,80.2,50829,1721,1674,3515,12267,1883,1825,493.9374136,16.72404117,16.26731257,34.15746933,119.2061668,18.29829723,17.73467469,169,199,148,149,594,,0.51,6,11.7,163.1784894,,1.709896354,2.013428251,1.497424026,1.507541756,16128,,Michigan
MI,2007,Annual,85.6,49479,1902,1879,3930,10771,2111,2064,486.4251414,18.69845023,18.47233858,38.63559906,105.8890681,20.75311695,20.29106271,182,71,153,114,,,0.41,5.1,12.2,166.0008828,,1.841426843,0.718358823,1.548012675,1.153421209,16407,,Michigan
MI,2008,Annual,89.9,47096,2061,2170,4375,8764,2276,2376,466.4444446,20.41239172,21.49194082,43.33052585,86.79970937,22.54177756,23.53218958,222,73,150,216,,,0.52,6.5,12.4,178.1078622,,2.246136039,0.738594283,1.517659486,2.18542966,17604,,Michigan
MI,2009,Annual,91.6,47411,2480,2421,5066,7257,2742,2656,467.3063467,24.44411086,23.86257757,49.93301032,71.52859375,27.02651289,26.17885421,212,93,179,250,,,0.52,7.5,14.5,189.1100576,,2.14495874,0.940948881,1.811073653,2.529432476,18691,,Michigan
MI,2010,Annual,96,47437,2559,2616,5368,6268,2871,2927,472.5511506,25.49188175,26.05969623,53.47417789,62.43966971,28.59991891,29.15777174,244,85,158,215,695,,0.5,7,,204.6984479,,2.468726097,0.860007042,1.598601325,2.17531193,20232,,Michigan
MI,2011,Annual,98.8,45080,2807,2591,5625,5675,3171,2922,445.4438935,27.73649089,25.60215457,55.58167483,56.07573416,31.33324282,28.87282735,221,89,147,267,,,0.52,7.5,14.3,219.742375,,2.236018309,0.900477962,1.487306296,2.701433885,21719,,Michigan
MI,2012,Annual,100.7,47250,3511,2676,6424,5107,3887,3038,467.5965488,34.74563985,26.48229343,63.57333819,50.54001216,38.46661979,30.06472625,274,72,130,263,685,,0.52,7.1,13.5,220.8733351,,2.772257994,0.728476553,1.315304888,2.660962965,21830,,Michigan
MI,2013,Annual,98.9,48941,3585,2783,6615,4915,3979,3152,497.3755187,36.43348592,28.28295434,67.22664138,49.9499535,40.43761241,32.03301189,283,86,163,421,,,,9.4,,229.724987,,2.863317563,0.870124772,1.649189975,4.25956429,22705,,Michigan
MI,2014,Annual,98,48121,4038,2737,7015,4701,4437,3111,470.4839079,39.47993641,26.75992718,68.58636798,45.96215479,43.38099996,30.41656319,328,178,146,525,,,0.6,10.9,18,229.5650176,,3.318615409,1.800955923,1.477188566,5.3118082,22689,,Michigan
MI,2015,Annual,90.5,50222,4681,2732,7612,5171,5069,3094,493.570134,46.00377917,26.84946052,74.8089654,50.81938519,49.81695292,30.40711232,380,457,171,646,,,0.66,,20.4,260.7043097,,3.844737364,4.623802567,1.730131814,6.536053519,25767,,Michigan
MI,2016,Annual,84.9,54811,5421,2753,8376,5980,5811,3138,552.4396908,54.6382216,27.74746801,84.42164621,60.27237874,58.56902891,31.62788035,,921,149,727,,,0.75,,,335.740811,,,9.318429243,1.507541756,7.355589641,33183,,Michigan
MI,2017,Annual,74.2,49584,4598,2360,7079,7062,4877,2635,498.1723933,46.19628639,23.71101259,71.12299073,70.95219106,48.99941034,26.47394838,,1368,148,783,,,0.75,,,342.7609945,,,13.84105451,1.497424026,7.922182516,33877,,Michigan
MI,2018,Annual,62.7,46982,3795,2372,6292,6996,4053,2619,470.8819801,38.0357821,23.77361664,63.06222423,70.11813744,40.62161393,26.24919982,442,1531,134,633,,,,,,316.4184324,,4.472036618,15.49024448,1.355775807,6.40452303,31274,,Michigan
MN,2005,Annual,,,,,,,,,,,,,,,,62,19,35,,144,,0.51,2.8,5.4,155.0805378,58.63138311,1.168945639,0.358225277,0.659888667,,8225,3110,Minnesota
MN,2006,Annual,50.3,,,,,,,,,,,,,,,55,28,53,,158,311,0.51,3,5.9,149.6864476,59.53421563,1.036967906,0.527910934,0.999259982,,7939,3158,Minnesota
MN,2007,Annual,53.7,,,,,,,,,,,,,,,81,25,55,,,341,0.53,3.4,6.4,165.0126453,55.05055729,1.527170916,0.471349048,1.036967906,,8752,2920,Minnesota
MN,2008,Annual,56.5,,,,,,,,,,,,,,,90,32,60,,,,,4.3,,185.6615477,63.71154186,1.696856573,0.603326782,1.131237715,,9847,3379,Minnesota
MN,2009,Annual,58.6,,,,,,,,,,,,,,,110,39,78,16,,419,0.65,5.2,,204.8603342,73.18438593,2.073935812,0.735304515,1.47060903,0.301663391,10866,3882,Minnesota
MN,2010,Annual,59,,,,,,,,,,,,,,,100,37,62,16,,397,,4.4,,194.2151031,83.98963903,1.885396192,0.697596591,1.168945639,0.301663391,10301,4455,Minnesota
MN,2011,Annual,60,,,,,,,,,,,,,,,100,31,58,44,,,0.56,5.3,9.4,210.1791976,93.70769946,1.885396192,0.58447282,1.093529792,0.829574325,11148,4970,Minnesota
MN,2012,Annual,60.9,,,,,,,,,,,,,,,108,40,67,46,290,,0.6,5.3,8.9,209.9596376,103.3681446,2.036227888,0.754158477,1.263215449,0.867282249,11136,5483,Minnesota
MN,2013,Annual,58.3,,,,,,,,,,,,,,,111,33,76,92,,523,0.58,5.6,9.6,225.9693562,112.9803189,2.092789774,0.622180744,1.432901106,1.734564497,11985,5992,Minnesota
MN,2014,Annual,56.6,,,,,,,,,,,,,,,,44,81,100,,,0.62,6,9.6,247.2285408,134.1163427,,0.829574325,1.527170916,1.885396192,13113,7113,Minnesota
MN,2015,Annual,52.1,,,,,,,,,,,,,,,,55,55,115,,,0.58,6.2,10.6,275.7750913,153.0240914,,1.036967906,1.036967906,2.168205621,14627,8116,Minnesota
MN,2016,Annual,46.9,,,,,,,,,,,,,,,,99,67,149,,,,,,334.861053,191.2321166,,1.866542231,1.263215449,2.809240327,17761,10143,Minnesota
MN,2017,Annual,41,,,,,,,,,,,,,,,,184,50,111,422,,0.58,7.8,13.3,363.171917,188.3678029,,3.469128994,0.942698096,2.092789774,19262,9991,Minnesota
MN,2018,Annual,35.5,2137,56,90,143,77,58,93,304.2438963,7.9726992,12.81326657,20.35885689,10.9624614,8.257438457,13.24037546,105,202,44,93,343,,0.54,6.3,11.5,354.1537481,164.4130881,1.979666002,3.808500309,0.829574325,1.753418459,18784,8720,Minnesota
MO,2005,Annual,,,,,,,,,,,,,,,,139,47,85,52,302,,0.5,5.3,10.7,124.2864232,57.49966518,2.32094998,0.784781648,1.419285959,0.868269057,7443,3444,Missouri
MO,2006,Annual,80.5,20,0,0,0,0,0,0,Inf,,,,,,,151,140,88,61,403,,0.54,7.1,13,137.9373958,65.10674188,2.521319762,2.337647462,1.469378405,1.018546394,8261,3899,Missouri
MO,2007,Annual,84.3,118,0,3,3,1,0,3,623.5138705,0,15.85204756,15.85204756,5.284015852,0,15.85204756,172,70,89,67,,,0.55,6.7,,152.3100022,67.09928864,2.871966882,1.168823731,1.486075886,1.118731285,9122,4019,Missouri
MO,2008,Annual,86.8,,,,,,,,,,,,,,,224,55,89,120,,765,0.62,8.2,,168.5394628,83.11767969,3.740235939,0.918361503,1.486075886,2.003697824,10094,4978,Missouri
MO,2009,Annual,88.5,412,13,40,54,8,15,42,1336.100662,42.15851602,129.7185108,175.1199896,25.94370217,48.64444156,136.2044364,189,67,80,162,526,,,9,,194.5043936,95.56973677,3.155824073,1.118731285,1.33579855,2.704992063,11649,5724,Missouri
MO,2010,Annual,91,3801,66,129,215,575,93,150,654.8074339,11.36997912,22.22314101,37.03856835,99.05663628,16.02133422,25.84086164,248,92,78,183,,998,0.6,10.3,,215.3117409,115.8647138,4.140975504,1.536168332,1.302403586,3.055639182,12895,6939,Missouri
MO,2011,Annual,91.6,3437,49,138,205,537,70,159,519.6167807,7.407978544,20.86328651,30.9925633,81.18539751,10.58282649,24.03813446,222,66,73,250,,,0.62,10.2,16.4,237.223256,126.9568441,3.706840975,1.102033803,1.218916176,4.174370467,14207,7603,Missouri
MO,2012,Annual,95.4,3675,86,164,267,367,104,184,496.2574759,11.61310012,22.14591185,36.05462478,49.55822957,14.04374898,24.84663281,203,56,62,210,539,,0.57,9.3,16.2,250.6868567,136.0221915,3.389588819,0.935058985,1.035243876,3.506471193,15013,8146,Missouri
MO,2013,Annual,93.3,4490,89,249,357,462,112,273,608.5057998,12.06169625,33.74564458,48.38230969,62.61240078,15.17876383,36.99823682,237,97,54,261,,,0.6,10.7,,243.3787605,138.6794528,3.957303203,1.619655741,0.901664021,4.358042768,14576,8305,Missouri
MO,2014,Annual,90.7,5060,139,212,365,458,158,230,666.6139699,18.31212289,27.92928095,48.08579032,60.33778621,20.81521882,30.300635,237,109,53,334,696,1067,0.65,12,,261.4094737,169.4380066,3.957303203,1.820025524,0.884966539,5.576958944,15656,10148,Missouri
MO,2015,Annual,84.5,4811,204,274,477,352,216,286,626.1950225,26.55243911,35.66357018,62.08585028,45.81597337,28.1143473,37.22547837,237,183,62,303,,,0.65,,,306.8451523,203.5167333,3.957303203,3.055639182,1.035243876,5.059337006,18377,12188,Missouri
MO,2016,Annual,80.4,5329,273,267,547,469,298,289,660.509022,33.83729837,33.09362148,67.79854289,58.13074335,36.93595207,35.82043674,231,441,41,380,,,0.67,15.9,,353.9897641,256.6341407,3.857118312,7.363589504,0.684596757,6.34504311,21200,15370,Missouri
MO,2017,Annual,71.8,6041,325,327,679,501,365,365,678.6359429,36.50996216,36.73463885,76.27773634,56.28151091,41.00349597,41.00349597,,618,32,299,,,0.7,16.5,,345.6127624,245.8401504,,10.3190438,0.53431942,4.992547079,20698,14723,Missouri
MO,2018,Annual,63.4,11116,438,475,961,514,506,541,938.5223929,36.9802814,40.10418645,81.13710144,43.39695124,42.72151231,45.67655763,231,868,40,351,,,0.7,,,324.9253876,238.1120122,3.857118312,14.49341426,0.667899275,5.860816136,19460,14260,Missouri
MS,2005,Annual,,,,,,,,,,,,,,,,15,,23,,40,248,0.16,1.4,8.8,,,0.505510571,,0.775116208,,,,Mississippi
MS,2006,Annual,102.7,,,,,,,,,,,,,,,27,11,22,,65,,0.19,2.3,12.1,,,0.909919027,0.370707752,0.741415504,,,,Mississippi
MS,2007,Annual,109.9,,,,,,,,,,,,,,,45,22,31,,,,0.3,3.3,,,,1.516531712,0.741415504,1.044721846,,,,Mississippi
MS,2008,Annual,113.2,,,,,,,,,,,,,,,58,34,15,,106,303,0.35,3.7,10.5,,,1.954640873,1.14582396,0.505510571,,,,Mississippi
MS,2009,Annual,117.3,,,,,,,,,,,,,,,44,31,18,,,323,0.3,3.4,11.2,,,1.482831007,1.044721846,0.606612685,,,,Mississippi
MS,2010,Annual,118.1,,,,,,,,,,,,,,,53,25,21,,100,334,0.3,3.3,11.4,,,1.78613735,0.842517618,0.707714799,,,,Mississippi
MS,2011,Annual,117.2,,,,,,,,,,,,,,,48,18,14,,,302,0.26,2.9,10.7,,,1.617633826,0.606612685,0.471809866,,,,Mississippi
MS,2012,Annual,121.8,,,,,,,,,,,,,,,61,20,22,,111,310,0.36,3.9,10.7,,,2.055742988,0.674014094,0.741415504,,,,Mississippi
MS,2013,Annual,119.6,,,,,,,,,,,,,,,55,24,12,10,100,,,3.4,,168.0406271,,1.853538759,0.808816913,0.404408457,0.337007047,4986,,Mississippi
MS,2014,Annual,116.3,,,,,,,,,,,,,,,,24,,23,,,,3.9,,223.5520376,,,0.808816913,,0.775116208,6633,,Mississippi
MS,2015,Annual,110.9,,,,,,,,,,,,,,,73,35,12,38,,351,0.43,5.3,,166.1433826,,2.460151444,1.179524665,0.404408457,1.280626779,4930,,Mississippi
MS,2016,Annual,105.6,,,,,,,,,,,,,,,,45,,33,,352,0.51,6.2,12.1,204.4015225,118.971731,,1.516531712,,1.112123256,6065,3530,Mississippi
MS,2017,Annual,92.9,,,,,,,,,,,,,,,,81,,34,,,0.52,6.4,12.2,225.9216207,130.1055476,,2.729757082,,1.14582396,6704,3861,Mississippi
MS,2018,Annual,76.8,3477,54,269,331,278,66,281,703.7435839,10.92958111,54.44550592,66.99428423,56.26710277,13.35837692,56.87430172,85,72,12,39,,310,0.56,6.1,,199.0310536,115.808408,2.864559901,2.42645074,0.404408457,1.314327484,5906,3436,Mississippi
MT,2005,Annual,,2513,6,200,215,68,16,209,271.4614412,0.648137146,21.60457153,23.22491439,7.345554319,1.728365722,22.57677725,19,,15,,45,96,0.47,4.7,10.1,,,1.920326658,,1.516047361,,,,Montana
MT,2006,Annual,79.1,2521,3,176,205,87,32,203,267.5496548,0.318385151,18.6785955,21.75631862,9.233169365,3.396108272,21.54406185,12,,27,,47,97,0.48,5.2,10.2,,,1.212837889,,2.72888525,,,,Montana
MT,2007,Annual,81.1,2589,12,194,240,71,48,228,261.9808953,1.214279932,19.6308589,24.28559864,7.184489598,4.857119728,23.07131871,25,,27,,62,125,0.5,6.3,12.8,,,2.526745602,,2.72888525,,,,Montana
MT,2008,Annual,85.3,2488,9,184,221,77,44,212,248.4710244,0.898809976,18.37567061,22.07077829,7.68981868,4.394182103,21.17196831,27,16,26,,70,134,0.52,7.6,14.1,,,2.72888525,1.617117185,2.627815426,,,,Montana
MT,2009,Annual,85.8,2392,2,203,238,47,41,236,232.4512431,0.194357227,19.7272585,23.12850997,4.567394826,3.984323146,22.93415274,42,21,37,,,142,0.63,9.4,,171.5487075,,4.244932612,2.122466306,3.739583491,,1697,,Montana
MT,2010,Annual,87.2,2681,7,300,345,38,48,338,260.8737959,0.681132626,29.19139827,33.57010801,3.697577114,4.670623723,32.88897538,33,10,12,,54,118,0.46,6.1,12.9,164.3857913,,3.335304195,1.010698241,1.212837889,,1626,,Montana
MT,2011,Annual,85.3,2651,12,254,303,37,56,292,251.6832683,1.139267906,24.11450402,28.76651464,3.512742712,5.316583563,27.72218572,32,14,20,,,141,0.45,6.8,14.4,176.4469844,,3.234234371,1.414977537,2.021396482,,1746,,Montana
MT,2012,Annual,87.7,3207,35,324,405,35,92,375,302.1959383,3.298053583,30.53055317,38.16319146,3.298053583,8.669169418,35.33628839,25,13,13,,51,118,0.43,5.3,,171.2896944,,2.526745602,1.313907713,1.313907713,,1695,,Montana
MT,2013,Annual,84.2,3332,63,333,442,26,112,379,322.4954099,6.097602287,32.23018352,42.78000335,2.516470785,10.84018184,36.68240106,43,,14,,67,137,0.49,7.2,14.5,183.4447056,,4.346002436,,1.414977537,,1815,,Montana
MT,2014,Annual,80.1,3706,52,298,387,28,97,340,353.7180964,4.963124936,28.44252367,36.93710289,2.672451889,9.2581369,32.45120151,,14,16,,53,125,0.42,5.4,12.4,213.570884,131.6503898,,1.414977537,1.617117185,,2113,1303,Montana
MT,2015,Annual,73.3,4142,119,278,435,25,165,322,387.8673011,11.1434594,26.03261943,40.73449444,2.341062899,15.45101513,30.15289014,26,,,,,138,0.35,5,13.8,239.9447666,145.6874246,2.627815426,,,,2374,1441,Montana
MT,2016,Annual,69.8,4485,174,284,501,33,225,332,426.8794116,16.56120794,27.0309371,47.68485735,3.140918747,21.4153551,31.59954618,12,14,,,,119,0.35,4.2,11.7,301.3983322,183.168546,1.212837889,1.414977537,,,2982,1812,Montana
MT,2017,Annual,61.1,4710,218,280,519,57,258,320,448.5692925,20.7618059,26.66653968,49.42833606,5.428545578,24.57131157,30.47604535,,,,,,119,,3.6,11.7,294.4105885,176.5427704,,,,,2913,1747,Montana
MT,2018,Annual,54,4618,233,217,485,81,280,267,434.6929804,21.93232231,20.42624009,45.65311726,7.624541233,26.35643883,25.13274703,23,11,,22,,125,0.51,6.2,12.2,267.8140009,153.4165439,2.324605954,1.111768065,,2.22353613,2650,1518,Montana
NC,2005,Annual,,,,,,,,,,,,,,,,215,115,299,62,654,1000,0.65,7.5,11.4,95.11675257,,2.254736336,1.206021761,3.135656579,0.650203036,9070,,North Carolina
NC,2006,Annual,85.2,,,,,,,,,,,,,,,245,105,337,57,696,,0.66,7.8,11.8,102.2452641,,2.569350708,1.101150304,3.534168117,0.597767308,9750,,North Carolina
NC,2007,Annual,87.5,,,,,,,,,,,,,,,304,112,333,50,,,0.69,8.2,,111.1874309,72.35377432,3.188092307,1.174560324,3.492219534,0.524357287,10602,6899,North Carolina
NC,2008,Annual,88.6,,,,,,,,,,,,,,,409,127,301,64,,,0.71,9.1,12.8,115.7536339,83.20376779,4.289242611,1.33186751,3.15663087,0.671177328,11038,7934,North Carolina
NC,2009,Annual,89.3,,,,,,,,,,,,,,,426,169,249,76,,,0.72,9.1,12.6,128.7376218,114.9725198,4.467524089,1.772327631,2.611299291,0.797023077,12276,10963,North Carolina
NC,2010,Annual,93.1,,,,,,,,,,,,,,,428,170,190,39,,,0.71,8.1,11.4,138.836205,102.2944717,4.48849838,1.782814777,1.992557692,0.408998684,13239,9754,North Carolina
NC,2011,Annual,93.5,,,,,,,,,,,,,,,439,155,204,82,,,0.65,8.6,13,153.4057537,112.0765886,4.603856983,1.625507591,2.139377733,0.859945951,14628,10687,North Carolina
NC,2012,Annual,98.6,,,,,,,,,,,,,,,410,141,184,152,833,,0.64,8.6,13.3,179.6203281,132.4466412,4.299729757,1.47868755,1.929634818,1.594046154,17128,12629,North Carolina
NC,2013,Annual,96.7,,,,,,,,,,,,,,,397,116,164,189,,,0.66,8.7,12.9,208.47965,162.6388293,4.163396862,1.216508907,1.719891903,1.982070546,19880,15508,North Carolina
NC,2014,Annual,93.7,,,,,,,,,,,,,,,,217,131,266,,,0.71,10,13.8,220.0033412,178.423133,,2.275710627,1.373816093,2.789580769,20978,17014,North Carolina
NC,2015,Annual,88.4,,,,,,,,,,,,,,,,300,108,393,,,0.75,11.9,,256.6969926,210.7104701,,3.146143724,1.132611741,4.121448279,24477,20092,North Carolina
NC,2016,Annual,82.5,,,,,,,,,,,,,,,,601,118,544,,,0.77,,,320.1038374,261.3332477,,6.302774595,1.237483198,5.705007287,30523,24919,North Carolina
NC,2017,Annual,72,,,,,,,,,,,,,,,,1285,103,537,,,,,,313.3786066,273.6048736,,13.47598229,1.080176012,5.631597267,29882,26090,North Carolina
NC,2018,Annual,61.5,,,,,,,,,,,,,,,422,1272,76,619,,,0.79,,,,,4.425575506,13.33964939,0.797023077,6.491543218,,,North Carolina
ND,2005,Annual,,2183,5,89,105,85,16,100,394.0141614,0.902460287,16.06379311,18.95166603,15.34182488,2.887872919,18.04920574,,,,,,12,,,,,,,,,,,,North Dakota
ND,2006,Annual,56,2069,3,123,134,101,11,131,354.0455998,0.513357564,21.04766012,22.92997118,17.28303798,1.882311067,22.41661362,,,,,,14,,,,,,,,,,,,North Dakota
ND,2007,Annual,59.3,2238,2,98,117,121,19,115,395.916295,0.353812596,17.33681721,20.69803687,21.40566206,3.361219663,20.34422427,,,,,,32,0.53,,4.8,,,,,,,,,North Dakota
ND,2008,Annual,61.7,2233,9,109,136,103,27,127,380.9104664,1.535241468,18.59348,23.1992044,17.56998569,4.605724404,21.66396294,13,,,,,46,0.7,5.1,,,,1.93282396,,,,,,North Dakota
ND,2009,Annual,60.3,2275,3,142,159,64,20,156,367.2589087,0.484297462,22.9234132,25.66776548,10.33167919,3.228649746,25.18346802,,,,,,27,0.63,,,,,,,,,,,North Dakota
ND,2010,Annual,63,2478,4,216,255,35,42,251,376.9732909,0.608512173,32.85965732,38.792651,5.32448151,6.389377812,38.18413883,12,,,,18,23,,,,,,1.784145194,,,,,,North Dakota
ND,2011,Annual,61.3,2942,19,246,309,78,67,291,439.3044595,2.837112417,36.73313971,46.1404072,11.64709308,10.00455431,43.45261649,,,,,10,16,0.63,,,156.6038479,86.90620674,,,,,1053,585,North Dakota
ND,2012,Annual,62.1,3602,17,252,309,71,59,293,506.3205732,2.38963069,35.42276081,43.43505195,9.980222292,8.293424158,41.18598777,,,,,,21,,,,207.8134671,71.20782745,,,,,1398,479,North Dakota
ND,2013,Annual,60.1,3982,26,254,303,55,55,280,539.0696919,3.519792062,34.38566091,41.01911518,7.445713976,7.445713976,37.90545297,,,,,,20,0.55,,,159.3484927,83.40788186,,,,,1072,561,North Dakota
ND,2014,Annual,58.1,5077,90,303,446,76,150,359,688.889703,12.21195061,41.11356707,60.51699971,10.31231385,20.35325102,48.71211412,17,10,,,,43,0.72,4.5,6.3,161.5275334,100.3317454,2.527539024,1.486787661,,,1086,675,North Dakota
ND,2015,Annual,53,5598,177,362,583,113,238,419,721.3304023,22.80733855,46.64551726,75.1224767,14.56061727,30.66749477,53.99025341,15,,,,34,61,0.56,4.8,8.6,201.1188449,117.9787888,2.230181492,,,,1353,794,North Dakota
ND,2016,Annual,47.8,6056,300,364,712,133,373,430,794.9092207,39.37793366,47.7785595,93.45696254,17.45755059,48.95989751,56.44170491,17,15,,12,54,77,0.7,7.6,10.6,291.3711555,177.1715949,2.527539024,2.230181492,,1.784145194,1960,1192,North Dakota
ND,2017,Annual,41.5,6426,300,298,637,156,360,357,851.5724804,39.75595147,39.49091179,84.41513695,20.67309476,47.70714176,47.30958224,18,12,,,,68,0.51,4.8,,284.0420916,165.7777046,2.676217791,1.784145194,,,1910,1115,North Dakota
ND,2018,Annual,37.4,6859,293,254,589,125,353,316,901.3341954,38.50283121,33.37788098,77.39988935,16.42612253,46.38737002,41.52523775,20,,,,,70,0.51,5.2,10.2,264.7325345,130.0345848,2.973575323,,,,1781,875,North Dakota
NE,2005,Annual,,2376,1,23,30,53,7,29,433.0045706,0.182240981,4.191542561,5.467229427,9.658771987,1.275686866,5.284988446,25,,12,,43,86,0.5,2.5,5,53.65843589,29.31697638,1.368857185,,0.657051449,,980,535,Nebraska
